recipe_id,model,category,meal_type,title,ingredients_json,instructions,servings,claimed_energy_kcal,claimed_protein_g,claimed_fat_g,claimed_carbs_g,claimed_saturated_fat_g,claimed_sugar_g,claimed_fiber_g,claimed_salt_g,claimed_calcium_mg,claimed_iron_mg,claimed_magnesium_mg,claimed_phosphorus_mg,claimed_potassium_mg,claimed_zinc_mg,claimed_iodine_ug,claimed_selenium_ug,claimed_vitamin_a_rae_ug,claimed_vitamin_d_ug,claimed_vitamin_e_mg,claimed_vitamin_c_mg,claimed_folate_ug,claimed_vitamin_b12_ug,claimed_vitamin_b1_mg,claimed_vitamin_b2_mg,claimed_vitamin_b3_mg,claimed_vitamin_b6_mg,claimed_fsa_score,claimed_fsa_category,claimed_who_score,calculated_calories.quantity,calculated_protein,calculated_fat,calculated_saturated_fatty_acids,calculated_carbohydrate,calculated_sugar_total,calculated_dietary_fibre,calculated_sodium_(na),calculated_calcium_(ca),calculated_iron_(fe),calculated_zinc_(zn),calculated_selenium_(se),calculated_iodine_(i),calculated_potassium_(k),calculated_magnesium_(mg),calculated_vitamin_a_(rae),calculated_vitamin_b1_(thiamin),calculated_vitamin_b2_(riboflavin),calculated_vitamin_b9_(folate),calculated_vitamin_b12_(cobalamin),calculated_vitamin_c_(askorbic_acid),calculated_vitamin_d,calculated_vitamin_e,total_recipe_weight_g,match_coverage,matched_grams,no_match_grams,considered_grams,ignored_grams,calculated_fsa_fat_score,calculated_fsa_sat_fat_score,calculated_fsa_sugar_score,calculated_fsa_salt_score,calculated_fsa_score,calculated_fsa_category,claimed_calc_fsa_fat_score,claimed_calc_fsa_sat_fat_score,claimed_calc_fsa_sugar_score,claimed_calc_fsa_salt_score,claimed_calc_fsa_score,claimed_calc_fsa_category,calculated_who_score,calculated_who_protein,calculated_who_fat,calculated_who_sat_fat,calculated_who_carbs,calculated_who_sugar,calculated_who_salt,calculated_who_fibre,claimed_calc_who_score,claimed_calc_who_protein,claimed_calc_who_fat,claimed_calc_who_sat_fat,claimed_calc_who_carbs,claimed_calc_who_sugar,claimed_calc_who_salt,claimed_calc_who_fibre
gemini_flash_lite_dinner_164,gemini_flash_lite,dinner,Beef Stroganoff,Healthy Lean Beef Stroganoff with Whole Wheat Noodles,"[""500 g Beef sirloin, trimmed of fat"", ""20 g Olive oil"", ""2 large Onions, yellow"", ""3 cloves Garlic, raw"", ""250 g Mushrooms, white"", ""100 ml Low-sodium beef broth"", ""200 g Low-fat sour cream"", ""1 tbsp Dijon mustard"", ""1 tbsp Worcestershire sauce"", ""1 tsp Paprika, sweet"", ""0.5 tsp Black pepper, ground"", ""0.25 tsp Salt"", ""400 g Whole wheat pasta, uncooked""]","Cut the beef sirloin into thin strips, about 0.5 cm thick and 5 cm long. Season the beef lightly with salt and pepper. Heat 10g of olive oil in a large skillet or Dutch oven over medium-high heat. Add the beef strips in a single layer, working in batches if necessary to avoid overcrowding, and sear for 1-2 minutes per side until browned. Remove the beef from the skillet and set aside. Add the remaining 10g of olive oil to the skillet. Add the chopped onions and cook over medium heat, stirring occasionally, until softened and lightly browned, about 5-7 minutes. Add the minced garlic and sliced mushrooms to the skillet and cook for another 5 minutes until the mushrooms have released their liquid and started to brown. Pour in the beef broth, scraping up any browned bits from the bottom of the skillet. Bring to a simmer and cook for 2 minutes. Reduce the heat to low. Stir in the low-fat sour cream, Dijon mustard, Worcestershire sauce, and paprika until well combined and the sauce is smooth. Return the seared beef to the skillet and stir to coat. Simmer gently for 5-10 minutes, or until the beef is cooked through and the sauce has thickened slightly. Do not boil after adding the sour cream. Meanwhile, cook the whole wheat pasta according to package directions until al dente. Drain the pasta and serve the beef stroganoff immediately over the pasta.",4,3500,170.0,100.0,480.0,35.0,50.0,40.0,3.5,300.0,15.0,250.0,1200.0,2000.0,18.0,10.0,60.0,150.0,0.5,5.0,30.0,120.0,8.0,,,,,7,moderate,5,2906.43,170.77450000000002,111.564,54.38549999999999,299.1275,16.585,21.52,1116.0,324.375,17.2755,25.741999999999997,110.66,38.785,3869.9,393.995,1134.0,1.3907500000000002,1.8627500000000003,163.325,6.9,7.175,65.9,8.868,1538.5,1.0,1418.5,0.0,1418.5,120.0,3,3,1,3,10,unhealthy,3,3,3,3,12,unhealthy,1,0,0,0,0,1,0,0,3,0,1,1,0,1,0,0
gemini_flash_lite_dinner_165,gemini_flash_lite,dinner,Beef Stroganoff,Hearty Whole Wheat Pasta Beef Stroganoff,"[""400 g Beef sirloin, trimmed of fat"", ""200 g Whole wheat pasta"", ""2 tbsp Olive oil"", ""2 medium Onions, yellow"", ""2 cloves Garlic, raw"", ""200 g Mushrooms, white"", ""2 tbsp All-purpose flour"", ""4 dl Low-sodium beef broth"", ""2 dl Low-fat milk, 1.5% fat"", ""1 tbsp Dijon mustard"", ""1 tbsp Worcestershire sauce"", ""150 g Low-fat sour cream, 10% fat"", ""15 g Fresh parsley, chopped""]","Cut the beef sirloin into thin strips. Cook the whole wheat pasta according to package directions until al dente, then drain and set aside. While the pasta cooks, heat 1 tablespoon of olive oil in a large skillet or Dutch oven over medium-high heat. Add the beef strips and cook until browned on all sides, working in batches if necessary to avoid overcrowding the pan. Remove the beef from the skillet and set aside. Add the remaining 1 tablespoon of olive oil to the skillet. Add the sliced onions and cook, stirring occasionally, until softened and lightly browned, about 5-7 minutes. Add the minced garlic and sliced mushrooms and cook until the mushrooms have released their liquid and started to brown, about 5 minutes more. Sprinkle the flour over the onion and mushroom mixture and stir well, cooking for 1 minute to coat everything. Gradually whisk in the beef broth and milk, stirring constantly until the sauce begins to thicken. Stir in the Dijon mustard and Worcestershire sauce. Bring the sauce to a simmer and cook for 5 minutes, allowing it to thicken further. Reduce the heat to low. Stir in the low-fat sour cream until well combined. Return the browned beef to the skillet and stir to coat with the sauce. Heat gently until the beef is warmed through, but do not boil. Stir in the chopped fresh parsley. Serve the beef stroganoff immediately over the cooked whole wheat pasta.",4,1800,150.0,70.0,150.0,25.0,20.0,15.0,2.5,300.0,15.0,180.0,800.0,1500.0,12.0,30.0,40.0,150.0,2.0,3.0,40.0,100.0,5.0,1.2,0.8,10.0,1.0,8,moderate,4,2057.7400000000002,132.054,89.202,42.297,179.347,21.895999999999997,13.07,435.5,511.02,12.462,19.852999999999998,83.38,61.76,3267.4100000000003,283.91999999999996,843.55,1.0054,1.6898000000000002,133.47,6.7,22.29,54.099999999999994,6.9079999999999995,1665.0,1.0,1248.0,0.0,1248.0,417.0,3,3,1,1,8,moderate,3,3,1,3,10,unhealthy,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
gemini_flash_lite_dinner_166,gemini_flash_lite,dinner,Beef Tenderloin,Pan-Seared Beef Tenderloin with Roasted Asparagus and Garlic Mash,"[""400 g Beef tenderloin, trimmed"", ""500 g Potatoes, white, raw"", ""400 g Asparagus, raw"", ""50 g Butter, unsalted"", ""1 dl Milk, whole, unspecified"", ""4 cloves Garlic, raw"", ""2 tbsp Olive oil"", ""1 tsp Salt, fine"", ""0.5 tsp Black pepper, ground"", ""5 g Fresh rosemary, chopped""]","Preheat your oven to 200°C (400°F). Toss the asparagus with 1 tbsp olive oil, salt, and pepper, then spread on a baking sheet. Peel and quarter the potatoes, place them in a pot, cover with cold water, add a generous pinch of salt, and bring to a boil. Reduce heat and simmer until tender, about 15-20 minutes. While potatoes cook, pat the beef tenderloin dry and season generously with salt and pepper. Heat the remaining 1 tbsp olive oil in an oven-safe skillet over medium-high heat. Sear the tenderloin for 2-3 minutes per side until a nice brown crust forms. Transfer the skillet to the preheated oven and roast for 8-12 minutes, depending on desired doneness (135°F/57°C for medium-rare). Once the potatoes are tender, drain them well. Return them to the pot, add butter, milk, and 2 minced garlic cloves. Mash until smooth and creamy, stirring in salt and pepper to taste. Roast the asparagus for 10-12 minutes, or until tender-crisp. Once the tenderloin is done, let it rest for 5-10 minutes before slicing. Serve the sliced tenderloin with the garlic mashed potatoes and roasted asparagus. Garnish with fresh rosemary and the remaining 2 minced garlic cloves if desired.",2,1350,95.0,75.0,80.0,30.0,8.0,10.0,3.0,120.0,8.0,100.0,600.0,1500.0,10.0,20.0,50.0,150.0,2.0,2.0,60.0,100.0,5.0,1.0,0.5,10.0,0.8,7,moderate,5,1648.0,110.23000000000002,86.06,41.01,99.88,21.01,18.2,454.4,293.4,19.340000000000003,11.2,19.2,43.099999999999994,5147.0,331.5,554.5,1.083,1.0779999999999998,342.5,6.6499999999999995,90.7,5.4,10.629999999999999,1493.25,1.0,1480.0,0.0,1480.0,13.25,3,3,1,1,8,moderate,3,3,1,3,10,unhealthy,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
gemini_flash_lite_dinner_167,gemini_flash_lite,dinner,Beef Tenderloin,Pan-Seared Beef Tenderloin with Asparagus and Garlic Herb Butter,"[""400 g Beef tenderloin steak"", ""15 ml Olive oil"", ""5 g Salt"", ""2 g Black pepper, ground"", ""250 g Asparagus, trimmed"", ""50 g Butter, unsalted"", ""15 g Garlic, minced"", ""10 g Fresh parsley, chopped"", ""5 g Fresh thyme leaves""]","Preheat your oven to 200°C (400°F). Pat the beef tenderloin steaks dry with paper towels and season generously on all sides with salt and black pepper. Heat the olive oil in an oven-safe skillet over medium-high heat until shimmering. Sear the steaks for 2-3 minutes per side until a deep brown crust forms. Transfer the skillet to the preheated oven and roast for 4-6 minutes for medium-rare (internal temperature of 52°C/125°F), or to your desired doneness. While the steaks are resting, add the asparagus to the same skillet (if possible, or use a separate pan) and sauté for 5-7 minutes until tender-crisp. In a small bowl, combine the softened butter with minced garlic, chopped parsley, and thyme leaves. Mix well. Once the steaks have rested for at least 5 minutes, top each with a dollop of the garlic herb butter. Serve immediately with the sautéed asparagus.",2,650,55.0,45.0,8.0,20.0,3.0,3.0,6.0,70.0,5.0,60.0,450.0,500.0,8.0,10.0,30.0,150.0,0.5,1.0,20.0,120.0,4.0,0.6,0.5,7.0,0.7,8,moderate,5,1390.5200000000002,86.36200000000001,111.105,52.325,7.855,5.4,5.8,2480.6,103.64999999999999,14.635000000000002,1.49,4.8,14.45,698.1,42.25,533.7,0.37650000000000006,0.38050000000000006,138.55,0.05,28.35,5.0,6.139,750.5,1.0,738.5,0.0,738.5,12.0,3,3,1,3,10,unhealthy,3,3,1,3,10,unhealthy,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
gemini_flash_lite_dinner_168,gemini_flash_lite,dinner,Beef Tenderloin,Pan-Seared Beef Tenderloin with Roasted Asparagus and Garlic-Herb Butter,"[""400 g Beef tenderloin, trimmed"", ""300 g Asparagus, trimmed"", ""30 g Butter, unsalted"", ""2 cloves Garlic, minced"", ""1 tbsp Fresh rosemary, chopped"", ""1 tbsp Fresh thyme, chopped"", ""2 tbsp Olive oil"", ""0.5 tsp Salt"", ""0.25 tsp Black pepper""]","Preheat your oven to 200°C (400°F). Toss the trimmed asparagus with 1 tablespoon of olive oil, salt, and pepper on a baking sheet. Roast for 10-12 minutes, or until tender-crisp. While the asparagus roasts, pat the beef tenderloin dry with paper towels. Season generously with salt and pepper. Heat the remaining 1 tablespoon of olive oil in an oven-safe skillet over medium-high heat. Sear the tenderloin for 2-3 minutes per side, until a nice brown crust forms. In a small bowl, mix together the softened butter, minced garlic, chopped rosemary, and chopped thyme. Once the tenderloin is seared, remove the skillet from the heat and top the tenderloin with the herb butter. Transfer the skillet to the preheated oven and roast for 8-12 minutes, depending on desired doneness (130°F/54°C for medium-rare, 140°F/60°C for medium). Let the tenderloin rest for 10 minutes before slicing. Serve the sliced tenderloin with the roasted asparagus.",2,780,55.0,58.0,8.0,20.0,4.0,3.0,1.5,40.0,4.5,70.0,450.0,600.0,8.0,10.0,40.0,80.0,0.5,1.2,30.0,150.0,3.0,0.5,0.4,5.0,0.6,6,moderate,5,1008.9,94.535,65.53,28.405,6.965000000000001,5.93,6.1,1714.2,90.05,13.625,8.75,16.3,16.549999999999997,2126.6,135.25,361.29999999999995,0.5865,0.6305000000000001,180.25,6.03,18.85,3.4,8.61,789.5,1.0,755.0,0.0,755.0,34.5,3,3,1,3,10,unhealthy,3,3,1,1,8,moderate,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
gemini_flash_lite_dinner_169,gemini_flash_lite,dinner,Beef Tenderloin,Pan-Seared Beef Tenderloin with Asparagus and Garlic-Herb Butter,"[""500 g Beef tenderloin, trimmed"", ""2 tbsp Olive oil"", ""1 tsp Salt"", ""0.5 tsp Black pepper, ground"", ""100 g Butter, unsalted"", ""2 cloves Garlic, minced"", ""1 tbsp Fresh rosemary, chopped"", ""1 tbsp Fresh thyme, chopped"", ""500 g Asparagus, trimmed""]","Pat the beef tenderloin dry with paper towels and season generously with salt and black pepper. Heat 1 tbsp of olive oil in a large oven-safe skillet over medium-high heat until shimmering. Sear the tenderloin for 2-3 minutes per side until a deep brown crust forms. Transfer the skillet to a preheated oven at 200°C (400°F). Roast for 10-15 minutes for medium-rare, or until desired doneness is reached. While the beef is roasting, melt the butter in a small saucepan over medium heat. Add the minced garlic and cook until fragrant, about 1 minute. Stir in the chopped rosemary and thyme. Remove from heat. In the same skillet used for the beef, add the remaining 1 tbsp olive oil. Add the trimmed asparagus and sauté for 5-7 minutes until tender-crisp. Remove the tenderloin from the oven and let it rest for 10 minutes before slicing. Serve the sliced tenderloin with the sautéed asparagus, drizzled with the garlic-herb butter.",4,850,65.0,60.0,8.0,28.0,3.0,4.0,1.8,50.0,4.0,60.0,400.0,700.0,7.0,5.0,30.0,150.0,1.0,1.0,30.0,100.0,3.0,0.5,0.4,6.0,0.6,8,moderate,5,1707.7,121.435,128.32999999999998,67.30499999999999,11.315,10.08,10.1,3470.2,152.95,19.695,11.55,24.1,37.15,2923.0,186.25,986.0,0.9065000000000001,0.9815,290.25,7.6,30.85,10.5,12.68,1163.25,1.0,1125.0,0.0,1125.0,38.25,3,3,1,3,10,unhealthy,3,3,1,1,8,moderate,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
gemini_flash_lite_dinner_170,gemini_flash_lite,dinner,Beef Tenderloin,Pan-Seared Beef Tenderloin with Asparagus and Red Wine Reduction,"[""400 g Beef tenderloin, trimmed"", ""2 tbsp Olive oil"", ""1 tbsp Butter, unsalted"", ""2 cloves Garlic, minced"", ""2 sprigs Thyme, fresh"", ""200 g Asparagus, trimmed"", ""1 dl Red wine, dry"", ""1 dl Beef broth, low sodium"", ""1 tsp Dijon mustard"", ""0.5 tsp Salt"", ""0.25 tsp Black pepper, ground""]","Preheat oven to 200°C (400°F). Season the beef tenderloin generously with salt and pepper. Heat 1 tbsp of olive oil in an oven-safe skillet over medium-high heat until shimmering. Sear the tenderloin on all sides until deeply browned, about 2-3 minutes per side. Remove the tenderloin from the skillet and set aside. Add the remaining 1 tbsp olive oil and butter to the skillet. Add the minced garlic and thyme sprigs and cook until fragrant, about 30 seconds. Add the trimmed asparagus and sauté for 3-4 minutes until tender-crisp. Remove asparagus from skillet and set aside. Deglaze the skillet with red wine, scraping up any browned bits from the bottom. Let the wine simmer and reduce by half, about 5 minutes. Stir in the beef broth and Dijon mustard, and bring to a simmer. Return the tenderloin to the skillet, placing it on top of the asparagus if possible. Transfer the skillet to the preheated oven and roast for 8-12 minutes, or until the internal temperature reaches your desired doneness (135°F/57°C for medium-rare). Let the tenderloin rest for 10 minutes before slicing. While the beef rests, reduce the sauce in the skillet over medium heat until slightly thickened. Slice the tenderloin and serve immediately with the asparagus and red wine reduction.",2,650,45.0,40.0,10.0,15.0,4.0,3.0,1.2,50.0,3.5,70.0,300.0,500.0,5.0,10.0,30.0,50.0,0.5,1.5,20.0,50.0,3.0,0.5,0.3,6.0,0.4,7,moderate,5,886.3599999999999,92.58400000000002,53.578,20.626,6.185,4.970000000000001,4.239999999999999,1699.4,70.15,11.636,8.299,15.12,12.520000000000001,1931.35,129.44,207.14999999999998,0.4535,0.5,128.25,6.015,12.85,1.9,7.321000000000001,838.125,1.0,647.0,0.0,647.0,191.125,3,3,1,3,10,unhealthy,3,3,1,1,8,moderate,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
gemini_flash_lite_dinner_171,gemini_flash_lite,dinner,Borscht,Hearty Beef and Vegetable Borscht,"[""500 g Beef chuck, trimmed of fat"", ""2.5 l Water"", ""400 g Beetroot, raw"", ""200 g Carrot, raw"", ""150 g Onion, raw"", ""100 g Cabbage, white, raw"", ""50 g Potato, raw"", ""30 g Tomato paste"", ""2 tbsp Apple cider vinegar"", ""1 tbsp Olive oil"", ""2 cloves Garlic, raw"", ""1 tsp Dill, fresh, chopped"", ""1 tsp Parsley, fresh, chopped"", ""1 tsp Black pepper, ground"", ""0.5 tsp Salt""]","In a large pot, combine the beef and water. Bring to a boil over high heat, then reduce heat to low, cover, and simmer for 1.5 hours, or until the beef is tender. Skim off any foam that rises to the surface during the first 30 minutes. While the beef is simmering, prepare the vegetables. Peel and finely grate the beetroot and carrots. Finely chop the onion and garlic. Shred the cabbage and dice the potato into small cubes. Heat the olive oil in a separate pan over medium heat. Add the chopped onion and sauté for 5-7 minutes until softened and translucent. Add the minced garlic and cook for another minute until fragrant. Stir in the tomato paste and cook for 1-2 minutes, stirring constantly. Add this mixture to the pot with the beef. Add the grated beetroot, carrots, shredded cabbage, and diced potatoes to the pot. Stir in the apple cider vinegar, salt, and pepper. Bring the soup back to a simmer, then reduce heat to low, cover, and cook for another 30-45 minutes, or until all vegetables are tender. Stir in the fresh dill and parsley just before serving. Serve hot, with a dollop of sour cream or plain yogurt if desired.",6,780,55.0,30.0,60.0,10.0,35.0,15.0,2.0,150.0,8.0,120.0,400.0,1800.0,6.0,5.0,15.0,800.0,0.5,3.0,70.0,200.0,2.0,,,,,7,healthy,5,1347.5800000000002,116.323,60.915,24.809999999999995,71.47200000000001,62.637,26.050000000000004,1977.0900000000001,264.67999999999995,19.739,37.937,15.55,14.7,5034.740000000001,288.16,1080.1,0.7234999999999998,0.6544999999999999,456.65,11.0,58.25,1.0,6.715,3108.0,1.0,1477.0,0.0,1477.0,1631.0,3,3,3,3,12,unhealthy,3,3,3,3,12,unhealthy,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
gemini_flash_lite_dinner_172,gemini_flash_lite,dinner,Borscht,Hearty Beef and Beetroot Borscht,"[""500 g Beef chuck, stewing"", ""2 tbsp Vegetable oil"", ""2 medium Onions, yellow, unspecified"", ""2 medium Carrots, raw"", ""2 stalks Celery, raw"", ""4 medium Beetroots, raw"", ""2 l Beef broth, low sodium"", ""400 g Canned tomatoes, diced"", ""2 tbsp Tomato paste"", ""2 Bay leaves"", ""1 tsp Dried thyme"", ""1 tsp Black pepper, ground"", ""2 tbsp White vinegar"", ""2 cloves Garlic, raw"", ""300 g Cabbage, white, raw"", ""4 tbsp Fresh dill, chopped"", ""2 dl Sour cream, full fat""]","Cut the beef into 2 cm cubes. Heat the vegetable oil in a large pot or Dutch oven over medium-high heat. Brown the beef cubes on all sides, working in batches if necessary, then remove from the pot and set aside. Add the chopped onions, carrots, and celery to the pot and cook, stirring occasionally, until softened, about 5-7 minutes. Peel and grate the beetroots, then add them to the pot and cook for another 5 minutes, stirring. Return the browned beef to the pot. Pour in the beef broth and add the diced tomatoes, tomato paste, bay leaves, dried thyme, and black pepper. Bring to a boil, then reduce the heat to low, cover, and simmer for 1.5 to 2 hours, or until the beef is tender. Stir in the white vinegar and minced garlic. Shred the cabbage and add it to the pot. Cook for another 15-20 minutes, or until the cabbage is tender. Remove the bay leaves. Stir in half of the fresh dill. Serve the borscht hot, garnished with the remaining fresh dill and a dollop of sour cream.",8,3800,200.0,190.0,350.0,75.0,150.0,45.0,6.0,350.0,30.0,300.0,1200.0,4000.0,15.0,50.0,40.0,1500.0,2.0,5.0,250.0,400.0,5.0,,,,,8,moderate,5,2190.34,127.469,142.37599999999998,69.405,85.195,83.97999999999999,29.080000000000002,769.7200000000001,646.6700000000001,25.857,39.58999999999999,19.42,49.73,6852.04,367.89000000000004,1535.56,1.0263,1.1819,648.7099999999999,11.4,169.13,1.4,18.336000000000002,4110.5,1.0,2103.0,0.0,2103.0,2007.5,3,3,3,3,12,unhealthy,3,3,3,3,12,unhealthy,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gemini_flash_lite_dinner_174,gemini_flash_lite,dinner,Borscht,Hearty Beetroot and Beef Borscht,"[""500 g Beef, lean, stewing"", ""200 g Beetroot, raw"", ""150 g Carrot"", ""100 g Onion"", ""100 g Potato"", ""50 g Cabbage, white"", ""2 cloves Garlic"", ""1.5 l Beef broth, low sodium"", ""2 tbsp Tomato paste"", ""1 tbsp Apple cider vinegar"", ""1 tbsp Olive oil"", ""1 tsp Dill, dried"", ""0.5 tsp Black pepper, ground"", ""1 g Bay leaf"", ""200 ml Sour cream, 10% fat""]","Sear the beef cubes in olive oil in a large pot over medium-high heat until browned on all sides. Add chopped onion and cook until softened, about 5 minutes. Stir in the tomato paste and cook for another minute until fragrant. Pour in the beef broth, scraping up any browned bits from the bottom of the pot. Add the bay leaf, dried dill, and black pepper. Bring to a simmer, then reduce heat to low, cover, and cook for 1.5 hours, or until the beef is tender. Add grated beetroot, shredded carrot, diced potato, and chopped cabbage to the pot. Increase heat to medium and bring back to a simmer. Cook, uncovered, for about 25-30 minutes, or until the vegetables are tender. Stir in the apple cider vinegar. Remove the bay leaf. Taste and adjust seasoning if necessary. Serve hot, garnished with a dollop of sour cream.",4,1450,110.0,60.0,120.0,22.0,45.0,18.0,3.5,250.0,8.5,150.0,800.0,2500.0,10.0,15.0,30.0,500.0,1.0,5.0,100.0,200.0,3.0,,,,,7,moderate,5,2058.12,81.66999999999999,150.764,79.53800000000001,85.127,54.562,18.160000000000004,2798.7,651.74,13.436999999999998,16.993,27.430000000000003,49.6,3848.27,265.88,1936.49,0.7866,1.0357,284.95,3.4,42.85,1.4,7.665000000000001,2863.25,1.0,1362.0,0.0,1362.0,1501.25,3,3,3,3,12,unhealthy,3,3,3,3,12,unhealthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini_flash_lite_dinner_175,gemini_flash_lite,dinner,Borscht,Hearty Beetroot and Beef Borscht,"[""500 g Beef, lean, stewing cuts"", ""250 g Beetroot, raw"", ""200 g Carrot, raw"", ""150 g Onion, raw"", ""100 g Cabbage, white"", ""50 g Potato, raw"", ""2 l Beef broth, low sodium"", ""30 ml Olive oil"", ""10 g Garlic, raw"", ""10 g Parsley, fresh"", ""5 g Black pepper, ground"", ""5 g Salt, fine sea salt""]","Cut the beef into 2 cm cubes. Peel and grate the beetroot and carrot. Peel and finely chop the onion and garlic. Shred the cabbage and dice the potato into 1 cm cubes. Heat the olive oil in a large pot or Dutch oven over medium-high heat. Brown the beef cubes on all sides. Add the chopped onion and cook until softened, about 5 minutes. Stir in the grated beetroot and carrot, and cook for another 5-7 minutes, stirring occasionally. Pour in the beef broth, bring to a boil, then reduce the heat to low, cover, and simmer for 1.5 to 2 hours, or until the beef is tender. Add the shredded cabbage and diced potato to the pot. Continue to simmer, covered, for another 20-25 minutes, or until the vegetables are tender. Stir in the minced garlic, salt, and pepper. Simmer for a final 5 minutes. Garnish with fresh chopped parsley before serving.",4,1200,75.0,45.0,90.0,12.0,40.0,15.0,5.0,150.0,8.0,120.0,600.0,2000.0,5.0,20.0,30.0,800.0,2.0,5.0,100.0,200.0,3.0,0.5,0.3,5.0,0.6,7,healthy,5,1529.1399999999999,76.80400000000002,97.38000000000001,37.54,76.28999999999999,52.87,21.7,2637.9,449.2,9.94,16.64,25.2,23.7,3498.1,229.5,1024.7,0.44999999999999996,0.789,336.3,3.0,44.5,1.0,7.167999999999999,3307.0,1.0,1297.0,0.0,1297.0,2010.0,3,3,3,3,12,unhealthy,3,3,3,3,12,unhealthy,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
gemini_flash_lite_dinner_176,gemini_flash_lite,dinner,Bruschetta,Mediterranean Chickpea and Feta Bruschetta,"[""4 slices Whole wheat bread"", ""2 tbsp Olive oil"", ""1 clove Garlic, raw"", ""200 g Chickpeas, canned, drained and rinsed"", ""100 g Cherry tomatoes, halved"", ""50 g Red onion, finely chopped"", ""30 g Feta cheese, crumbled"", ""1 tbsp Fresh parsley, chopped"", ""1 tbsp Fresh mint, chopped"", ""1 tsp Lemon juice"", ""0.25 tsp Black pepper, ground""]","Preheat your oven to 180°C (350°F). Brush both sides of the whole wheat bread slices with 1 tablespoon of olive oil. Place the bread slices on a baking sheet and toast in the preheated oven for about 8-10 minutes, or until golden brown and crisp. While the bread is toasting, prepare the topping. In a medium bowl, combine the drained chickpeas, halved cherry tomatoes, finely chopped red onion, crumbled feta cheese, chopped fresh parsley, and chopped fresh mint. Drizzle with the remaining 1 tablespoon of olive oil and the lemon juice. Season with black pepper. Toss gently to combine all the ingredients. Once the bread is toasted, rub each slice lightly with a raw garlic clove for extra flavour. Spoon the chickpea and feta mixture evenly over the toasted bread slices. Serve immediately.",4,1150,35.0,55.0,130.0,15.0,15.0,25.0,3.5,400.0,8.0,200.0,500.0,1500.0,4.0,10.0,20.0,150.0,0.0,5.0,50.0,150.0,0.0,0.5,0.3,2.0,0.4,6,healthy,5,933.9499999999999,37.45250000000001,33.375,7.962500000000001,105.30250000000001,8.435,29.855,871.1999999999999,319.125,7.3525,5.734999999999999,14.75,12.455,1400.55,182.625,193.60000000000002,0.5392499999999999,0.63075,187.375,0.51,63.175,0.24000000000000002,8.155,618.125,1.0,617.5,0.0,617.5,0.625,3,3,1,3,10,unhealthy,3,3,1,3,10,unhealthy,3,0,0,1,0,1,0,1,3,1,0,0,0,1,0,1
gemini_flash_lite_dinner_177,gemini_flash_lite,dinner,Bruschetta,Mediterranean Chickpea and Roasted Red Pepper Bruschetta,"[""6 slices Whole wheat bread"", ""200 g Chickpeas, canned, drained and rinsed"", ""150 g Roasted red peppers, jarred, drained"", ""50 g Feta cheese, crumbled"", ""30 g Red onion, finely chopped"", ""2 cloves Garlic, minced"", ""2 tbsp Fresh parsley, chopped"", ""1 tbsp Extra virgin olive oil"", ""1 tsp Balsamic vinegar"", ""0.5 tsp Dried oregano"", ""0.25 tsp Black pepper""]","Preheat your oven to 180°C (350°F). Lightly toast the whole wheat bread slices until golden brown and slightly crisp. In a medium bowl, combine the drained chickpeas, chopped roasted red peppers, crumbled feta cheese, finely chopped red onion, minced garlic, chopped fresh parsley, olive oil, balsamic vinegar, dried oregano, and black pepper. Mix gently to combine all ingredients. Spoon the chickpea mixture generously onto each slice of toasted bread. Return the bruschetta to the oven for 5-7 minutes, or until the feta cheese is slightly softened and warmed through. Serve immediately.",3,1450,35.0,55.0,180.0,15.0,25.0,25.0,4.5,300.0,5.0,150.0,400.0,1200.0,3.0,10.0,15.0,150.0,0.0,5.0,50.0,200.0,0.0,0.5,0.2,3.0,0.4,6,healthy,5,1137.6999999999998,50.24000000000001,28.860000000000007,9.615000000000002,150.39499999999998,13.110000000000001,35.300000000000004,1197.75,397.2,7.819999999999999,7.2749999999999995,17.3,22.95,1500.3,214.15,320.29999999999995,0.7845000000000001,0.8375,257.84999999999997,0.8200000000000001,191.35,0.37,7.180000000000001,753.5,1.0,750.0,0.0,750.0,3.5,3,3,1,3,10,unhealthy,3,3,1,3,10,unhealthy,4,0,1,1,0,1,0,1,3,0,0,1,0,1,0,1
