recipe_id,recipe_title,ingredient_raw,ingredient_name,amount,unit,grams,ignored,matched_food_id,matched_food_name,match_score
gemini_flash_lite_breakfast_4,Smoked Salmon and Avocado Whole Wheat Bagel,"1 slice Red onion, thinly sliced","Red onion, thinly sliced",1.0,slice,7.0,False,6.042,"Onion, Norwegian, raw",2
gemini_flash_lite_breakfast_4,Smoked Salmon and Avocado Whole Wheat Bagel,0.5 tsp Lemon juice,Lemon juice,0.5,tsp,2.5,False,6.729,"Lemon juice, bottled",2
gemini_flash_lite_breakfast_5,Smoked Salmon and Cream Cheese Whole Wheat Bagel,1 whole wheat bagel,wheat bagel,1.0,whole,,False,167533.0,"Bagels, wheat",2
gemini_flash_lite_breakfast_5,Smoked Salmon and Cream Cheese Whole Wheat Bagel,"30 g Cream cheese, light","Cream cheese, light",30.0,g,30.0,False,1.269,"Cream cheese, Philadelphia",2
gemini_flash_lite_breakfast_5,Smoked Salmon and Cream Cheese Whole Wheat Bagel,"50 g Smoked salmon, pre-sliced","Smoked salmon, pre-sliced",50.0,g,50.0,False,4.018,"Salmon, smoked",2
gemini_flash_lite_breakfast_5,Smoked Salmon and Cream Cheese Whole Wheat Bagel,"10 g Red onion, thinly sliced","Red onion, thinly sliced",10.0,g,10.0,False,6.042,"Onion, Norwegian, raw",2
gemini_flash_lite_breakfast_5,Smoked Salmon and Cream Cheese Whole Wheat Bagel,"5 g Fresh dill, chopped","Fresh dill, chopped",5.0,g,5.0,False,6.12,"Dill, raw",2
gemini_flash_lite_breakfast_5,Smoked Salmon and Cream Cheese Whole Wheat Bagel,"1/4 piece Lemon, juice","Lemon, juice",0.25,piece,20.0,False,6.729,"Lemon juice, bottled",2
gemini_flash_lite_breakfast_6,Whole Wheat Banana Oat Bread,250 g Whole wheat flour,Whole wheat flour,250.0,g,250.0,False,5.006,"Wheat flour, wholemeal",2
gemini_flash_lite_breakfast_6,Whole Wheat Banana Oat Bread,100 g Rolled oats,Rolled oats,100.0,g,100.0,False,5.004,Oatmeal,2
gemini_flash_lite_breakfast_6,Whole Wheat Banana Oat Bread,"100 g Ripe bananas, mashed","Ripe bananas, mashed",100.0,g,100.0,False,173944.0,"Bananas, raw",2
gemini_flash_lite_breakfast_6,Whole Wheat Banana Oat Bread,80 g Maple syrup,Maple syrup,80.0,g,80.0,False,170276.0,"Syrup, maple, Canadian",2
gemini_flash_lite_breakfast_6,Whole Wheat Banana Oat Bread,60 ml Unsweetened almond milk,Unsweetened almond milk,0.6,dl,60.0,False,13.098,Almond based beverage,2
gemini_flash_lite_breakfast_6,Whole Wheat Banana Oat Bread,"50 g Greek yogurt, 0% fat","Greek yogurt, 0% fat",50.0,g,50.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gemini_flash_lite_breakfast_6,Whole Wheat Banana Oat Bread,"40 g Walnuts, chopped","Walnuts, chopped",40.0,g,40.0,False,6.56,Walnuts,2
gemini_flash_lite_breakfast_6,Whole Wheat Banana Oat Bread,"30 ml Coconut oil, melted","Coconut oil, melted",0.3,dl,27.0,False,8.249,"Oil, coconut",2
gemini_flash_lite_breakfast_6,Whole Wheat Banana Oat Bread,10 g Baking powder,Baking powder,10.0,g,10.0,True,,,-1
gemini_flash_lite_breakfast_6,Whole Wheat Banana Oat Bread,5 g Vanilla extract,Vanilla extract,5.0,g,5.0,True,,,-1
gemini_flash_lite_breakfast_6,Whole Wheat Banana Oat Bread,"2 g Cinnamon, ground","Cinnamon, ground",2.0,g,2.0,True,,,-1
gemini_flash_lite_breakfast_6,Whole Wheat Banana Oat Bread,1 g Salt,Salt,1.0,g,1.0,True,,,-1
gemini_flash_lite_breakfast_7,Whole Wheat Banana Bread with Walnuts and Cinnamon,250 g Whole wheat flour,Whole wheat flour,250.0,g,250.0,False,5.006,"Wheat flour, wholemeal",2
gemini_flash_lite_breakfast_7,Whole Wheat Banana Bread with Walnuts and Cinnamon,100 g Rolled oats,Rolled oats,100.0,g,100.0,False,5.004,Oatmeal,2
gemini_flash_lite_breakfast_7,Whole Wheat Banana Bread with Walnuts and Cinnamon,1.5 tsp Baking soda,Baking soda,1.5,tsp,8.25,True,,,-1
gemini_flash_lite_breakfast_7,Whole Wheat Banana Bread with Walnuts and Cinnamon,1 tsp Ground cinnamon,Ground cinnamon,1.0,tsp,5.0,True,,,-1
gemini_flash_lite_breakfast_7,Whole Wheat Banana Bread with Walnuts and Cinnamon,0.5 tsp Ground nutmeg,Ground nutmeg,0.5,tsp,2.5,True,,,-1
gemini_flash_lite_breakfast_7,Whole Wheat Banana Bread with Walnuts and Cinnamon,0.25 tsp Salt,Salt,0.25,tsp,1.75,True,,,-1
gemini_flash_lite_breakfast_7,Whole Wheat Banana Bread with Walnuts and Cinnamon,"3 large Ripe bananas, mashed","Ripe bananas, mashed",3.0,large,360.0,False,173944.0,"Bananas, raw",2
gemini_flash_lite_breakfast_7,Whole Wheat Banana Bread with Walnuts and Cinnamon,100 g Unsweetened applesauce,Unsweetened applesauce,100.0,g,100.0,False,170948.0,"Babyfood, fruit, applesauce and apricots, junior",2
gemini_flash_lite_breakfast_7,Whole Wheat Banana Bread with Walnuts and Cinnamon,80 ml Maple syrup,Maple syrup,0.8,dl,112.0,False,170276.0,"Syrup, maple, Canadian",2
gemini_flash_lite_breakfast_7,Whole Wheat Banana Bread with Walnuts and Cinnamon,"60 ml Coconut oil, melted","Coconut oil, melted",0.6,dl,54.0,False,8.249,"Oil, coconut",2
gemini_flash_lite_breakfast_7,Whole Wheat Banana Bread with Walnuts and Cinnamon,2 tsp Vanilla extract,Vanilla extract,2.0,tsp,9.0,True,,,-1
gemini_flash_lite_breakfast_7,Whole Wheat Banana Bread with Walnuts and Cinnamon,"2 large Eggs, raw","Eggs, raw",2.0,large,110.0,False,2.03,"Egg, organic, raw",2
gemini_flash_lite_breakfast_7,Whole Wheat Banana Bread with Walnuts and Cinnamon,"100 g Walnuts, chopped","Walnuts, chopped",100.0,g,100.0,False,6.56,Walnuts,2
gemini_flash_lite_breakfast_8,Whole Wheat Banana Oat Bread,"200 g Banana, ripe, mashed","Banana, ripe, mashed",200.0,g,200.0,False,6.525,"Banana, raw",2
gemini_flash_lite_breakfast_8,Whole Wheat Banana Oat Bread,150 g Whole wheat flour,Whole wheat flour,150.0,g,150.0,False,5.006,"Wheat flour, wholemeal",2
gemini_flash_lite_breakfast_8,Whole Wheat Banana Oat Bread,50 g Rolled oats,Rolled oats,50.0,g,50.0,False,5.004,Oatmeal,2
gemini_flash_lite_breakfast_8,Whole Wheat Banana Oat Bread,60 g Honey,Honey,60.0,g,60.0,False,9.003,Honey,2
gemini_flash_lite_breakfast_8,Whole Wheat Banana Oat Bread,60 ml Olive oil,Olive oil,0.6,dl,54.0,False,8.019,"Oil, olive",2
gemini_flash_lite_breakfast_8,Whole Wheat Banana Oat Bread,"2 large Eggs, raw","Eggs, raw",2.0,large,110.0,False,2.03,"Egg, organic, raw",2
gemini_flash_lite_breakfast_8,Whole Wheat Banana Oat Bread,1 tsp Baking soda,Baking soda,1.0,tsp,5.5,True,,,-1
gemini_flash_lite_breakfast_8,Whole Wheat Banana Oat Bread,"1 tsp Cinnamon, ground","Cinnamon, ground",1.0,tsp,5.0,True,,,-1
gemini_flash_lite_breakfast_8,Whole Wheat Banana Oat Bread,"1/2 tsp Nutmeg, ground","Nutmeg, ground",0.5,tsp,2.5,True,,,-1
gemini_flash_lite_breakfast_8,Whole Wheat Banana Oat Bread,1/4 tsp Salt,Salt,0.25,tsp,1.75,True,,,-1
gemini_flash_lite_breakfast_9,Whole Wheat Banana Bread with Walnuts,250 g Whole wheat flour,Whole wheat flour,250.0,g,250.0,False,5.006,"Wheat flour, wholemeal",2
gemini_flash_lite_breakfast_9,Whole Wheat Banana Bread with Walnuts,100 g Rolled oats,Rolled oats,100.0,g,100.0,False,5.004,Oatmeal,2
gemini_flash_lite_breakfast_9,Whole Wheat Banana Bread with Walnuts,"100 g Brown sugar, light","Brown sugar, light",100.0,g,100.0,False,9.001,"Sugar, brown",2
gemini_flash_lite_breakfast_9,Whole Wheat Banana Bread with Walnuts,10 g Baking powder,Baking powder,10.0,g,10.0,True,,,-1
gemini_flash_lite_breakfast_9,Whole Wheat Banana Bread with Walnuts,5 g Ground cinnamon,Ground cinnamon,5.0,g,5.0,True,,,-1
gemini_flash_lite_breakfast_9,Whole Wheat Banana Bread with Walnuts,2 g Salt,Salt,2.0,g,2.0,True,,,-1
gemini_flash_lite_breakfast_9,Whole Wheat Banana Bread with Walnuts,"3 pieces Banana, ripe, mashed","Banana, ripe, mashed",3.0,pieces,360.0,False,6.525,"Banana, raw",2
gemini_flash_lite_breakfast_9,Whole Wheat Banana Bread with Walnuts,100 ml Vegetable oil,Vegetable oil,1.0,dl,90.0,False,8.235,"Oil, rapeseed",2
gemini_flash_lite_breakfast_9,Whole Wheat Banana Bread with Walnuts,"2 pieces Egg, large, raw","Egg, large, raw",2.0,pieces,110.0,False,2.03,"Egg, organic, raw",2
gemini_flash_lite_breakfast_9,Whole Wheat Banana Bread with Walnuts,"50 g Walnuts, chopped","Walnuts, chopped",50.0,g,50.0,False,6.56,Walnuts,2
gemini_flash_lite_breakfast_10,Whole Wheat Banana Bread with Walnuts and Cinnamon,250 g Whole wheat flour,Whole wheat flour,250.0,g,250.0,False,5.006,"Wheat flour, wholemeal",2
gemini_flash_lite_breakfast_10,Whole Wheat Banana Bread with Walnuts and Cinnamon,"100 g Rolled oats, whole","Rolled oats, whole",100.0,g,100.0,False,5.004,Oatmeal,2
gemini_flash_lite_breakfast_10,Whole Wheat Banana Bread with Walnuts and Cinnamon,10 g Baking powder,Baking powder,10.0,g,10.0,True,,,-1
gemini_flash_lite_breakfast_10,Whole Wheat Banana Bread with Walnuts and Cinnamon,5 g Ground cinnamon,Ground cinnamon,5.0,g,5.0,True,,,-1
gemini_flash_lite_breakfast_10,Whole Wheat Banana Bread with Walnuts and Cinnamon,2 g Ground nutmeg,Ground nutmeg,2.0,g,2.0,True,,,-1
gemini_flash_lite_breakfast_10,Whole Wheat Banana Bread with Walnuts and Cinnamon,"3 pieces Banana, ripe, mashed","Banana, ripe, mashed",3.0,pieces,360.0,False,6.525,"Banana, raw",2
gemini_flash_lite_breakfast_10,Whole Wheat Banana Bread with Walnuts and Cinnamon,100 g Honey,Honey,100.0,g,100.0,False,9.003,Honey,2
gemini_flash_lite_breakfast_10,Whole Wheat Banana Bread with Walnuts and Cinnamon,"60 ml Coconut oil, melted","Coconut oil, melted",0.6,dl,54.0,False,8.249,"Oil, coconut",2
gemini_flash_lite_breakfast_10,Whole Wheat Banana Bread with Walnuts and Cinnamon,"2 pieces Egg, raw, large","Egg, raw, large",2.0,pieces,110.0,False,2.03,"Egg, organic, raw",2
gemini_flash_lite_breakfast_10,Whole Wheat Banana Bread with Walnuts and Cinnamon,"1 dl Milk, unsweetened almond","Milk, unsweetened almond",1.0,dl,100.0,False,174832.0,"Beverages, almond milk, unsweetened, shelf stable",2
gemini_flash_lite_breakfast_10,Whole Wheat Banana Bread with Walnuts and Cinnamon,"100 g Walnuts, chopped","Walnuts, chopped",100.0,g,100.0,False,6.56,Walnuts,2
gemini_flash_lite_breakfast_11,Whole Wheat Apple Cinnamon Biscuits,250 g Whole wheat flour,Whole wheat flour,250.0,g,250.0,False,5.006,"Wheat flour, wholemeal",2
gemini_flash_lite_breakfast_11,Whole Wheat Apple Cinnamon Biscuits,50 g Rolled oats,Rolled oats,50.0,g,50.0,False,5.004,Oatmeal,2
gemini_flash_lite_breakfast_11,Whole Wheat Apple Cinnamon Biscuits,15 g Baking powder,Baking powder,15.0,g,15.0,True,,,-1
gemini_flash_lite_breakfast_11,Whole Wheat Apple Cinnamon Biscuits,5 g Salt,Salt,5.0,g,5.0,True,,,-1
gemini_flash_lite_breakfast_11,Whole Wheat Apple Cinnamon Biscuits,10 g Ground cinnamon,Ground cinnamon,10.0,g,10.0,True,,,-1
gemini_flash_lite_breakfast_11,Whole Wheat Apple Cinnamon Biscuits,2 g Ground nutmeg,Ground nutmeg,2.0,g,2.0,True,,,-1
gemini_flash_lite_breakfast_11,Whole Wheat Apple Cinnamon Biscuits,"50 g Unsalted butter, cold, cubed","Unsalted butter, cold, cubed",50.0,g,50.0,False,8.005,Butter,2
gemini_flash_lite_breakfast_11,Whole Wheat Apple Cinnamon Biscuits,150 ml Skim milk,Skim milk,1.5,dl,150.0,False,1.289,"Milk, skimmed, Styrk",2
gemini_flash_lite_breakfast_11,Whole Wheat Apple Cinnamon Biscuits,"1 unit Egg, large, lightly beaten","Egg, large, lightly beaten",1.0,unit,56.0,False,2.03,"Egg, organic, raw",2
gemini_flash_lite_breakfast_11,Whole Wheat Apple Cinnamon Biscuits,"50 g Apple, finely chopped","Apple, finely chopped",50.0,g,50.0,False,6.62,"Apple, Granny Smith, Golden Delicious, raw",2
gemini_flash_lite_breakfast_12,Whole Wheat Berry Biscuits with Greek Yogurt Dip,250 g Whole wheat flour,Whole wheat flour,250.0,g,250.0,False,5.006,"Wheat flour, wholemeal",2
gemini_flash_lite_breakfast_12,Whole Wheat Berry Biscuits with Greek Yogurt Dip,50 g All-purpose flour,All-purpose flour,50.0,g,50.0,False,5.01,"Wheat flour, 80 % extraction",2
gemini_flash_lite_breakfast_12,Whole Wheat Berry Biscuits with Greek Yogurt Dip,10 g Baking powder,Baking powder,10.0,g,10.0,True,,,-1
gemini_flash_lite_breakfast_12,Whole Wheat Berry Biscuits with Greek Yogurt Dip,5 g Salt,Salt,5.0,g,5.0,True,,,-1
gemini_flash_lite_breakfast_12,Whole Wheat Berry Biscuits with Greek Yogurt Dip,30 g Granulated sugar,Granulated sugar,30.0,g,30.0,False,9.002,"Sugar, white, caster sugar, cube sugar",2
gemini_flash_lite_breakfast_12,Whole Wheat Berry Biscuits with Greek Yogurt Dip,"60 g Cold unsalted butter, cut into small cubes","Cold unsalted butter, cut into small cubes",60.0,g,60.0,False,8.005,Butter,2
gemini_flash_lite_breakfast_12,Whole Wheat Berry Biscuits with Greek Yogurt Dip,"180 ml Milk, low-fat","Milk, low-fat",1.8,dl,180.0,False,1.231,"Milk, semi-skimmed, 0,5 % fat, unspecified",2
gemini_flash_lite_breakfast_12,Whole Wheat Berry Biscuits with Greek Yogurt Dip,"50 g Mixed berries, fresh or frozen","Mixed berries, fresh or frozen",50.0,g,50.0,False,6.844,"Berries, mixed, frozen",2
gemini_flash_lite_breakfast_12,Whole Wheat Berry Biscuits with Greek Yogurt Dip,"200 g Greek yogurt, plain, 0% fat","Greek yogurt, plain, 0% fat",200.0,g,200.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gemini_flash_lite_breakfast_12,Whole Wheat Berry Biscuits with Greek Yogurt Dip,5 g Honey,Honey,5.0,g,5.0,False,9.003,Honey,2
gemini_flash_lite_breakfast_13,Whole Wheat Banana Oat Biscuits with Cinnamon,250 g Whole wheat flour,Whole wheat flour,250.0,g,250.0,False,5.006,"Wheat flour, wholemeal",2
gemini_flash_lite_breakfast_13,Whole Wheat Banana Oat Biscuits with Cinnamon,100 g Rolled oats,Rolled oats,100.0,g,100.0,False,5.004,Oatmeal,2
gemini_flash_lite_breakfast_13,Whole Wheat Banana Oat Biscuits with Cinnamon,50 g Brown sugar,Brown sugar,50.0,g,50.0,False,9.001,"Sugar, brown",2
gemini_flash_lite_breakfast_13,Whole Wheat Banana Oat Biscuits with Cinnamon,2 tsp Baking powder,Baking powder,2.0,tsp,11.0,True,,,-1
gemini_flash_lite_breakfast_13,Whole Wheat Banana Oat Biscuits with Cinnamon,1 tsp Ground cinnamon,Ground cinnamon,1.0,tsp,5.0,True,,,-1
gemini_flash_lite_breakfast_13,Whole Wheat Banana Oat Biscuits with Cinnamon,0.5 tsp Salt,Salt,0.5,tsp,3.5,True,,,-1
gemini_flash_lite_breakfast_13,Whole Wheat Banana Oat Biscuits with Cinnamon,"120 g Ripe banana, mashed","Ripe banana, mashed",120.0,g,120.0,False,6.525,"Banana, raw",2
gemini_flash_lite_breakfast_13,Whole Wheat Banana Oat Biscuits with Cinnamon,"80 ml Milk, semi-skimmed","Milk, semi-skimmed",0.8,dl,80.0,False,1.231,"Milk, semi-skimmed, 0,5 % fat, unspecified",2
gemini_flash_lite_breakfast_13,Whole Wheat Banana Oat Biscuits with Cinnamon,60 ml Vegetable oil,Vegetable oil,0.6,dl,54.0,False,8.235,"Oil, rapeseed",2
gemini_flash_lite_breakfast_13,Whole Wheat Banana Oat Biscuits with Cinnamon,"1 piece Egg, raw","Egg, raw",1.0,piece,55.0,False,2.03,"Egg, organic, raw",2
gemini_flash_lite_breakfast_14,Whole Wheat Berry Biscuits with Greek Yogurt Glaze,250 g Whole wheat flour,Whole wheat flour,250.0,g,250.0,False,5.006,"Wheat flour, wholemeal",2
gemini_flash_lite_breakfast_14,Whole Wheat Berry Biscuits with Greek Yogurt Glaze,50 g All-purpose flour,All-purpose flour,50.0,g,50.0,False,5.01,"Wheat flour, 80 % extraction",2
gemini_flash_lite_breakfast_14,Whole Wheat Berry Biscuits with Greek Yogurt Glaze,15 g Baking powder,Baking powder,15.0,g,15.0,True,,,-1
gemini_flash_lite_breakfast_14,Whole Wheat Berry Biscuits with Greek Yogurt Glaze,5 g Salt,Salt,5.0,g,5.0,True,,,-1
gemini_flash_lite_breakfast_14,Whole Wheat Berry Biscuits with Greek Yogurt Glaze,"50 g Unsalted butter, cold, cubed","Unsalted butter, cold, cubed",50.0,g,50.0,False,8.005,Butter,2
gemini_flash_lite_breakfast_14,Whole Wheat Berry Biscuits with Greek Yogurt Glaze,"150 ml Milk, low-fat","Milk, low-fat",1.5,dl,150.0,False,1.231,"Milk, semi-skimmed, 0,5 % fat, unspecified",2
gemini_flash_lite_breakfast_14,Whole Wheat Berry Biscuits with Greek Yogurt Glaze,"75 g Mixed berries, fresh or frozen","Mixed berries, fresh or frozen",75.0,g,75.0,False,6.844,"Berries, mixed, frozen",2
gemini_flash_lite_breakfast_14,Whole Wheat Berry Biscuits with Greek Yogurt Glaze,"100 g Greek yogurt, plain, 0% fat","Greek yogurt, plain, 0% fat",100.0,g,100.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gemini_flash_lite_breakfast_14,Whole Wheat Berry Biscuits with Greek Yogurt Glaze,15 g Honey,Honey,15.0,g,15.0,False,9.003,Honey,2
gemini_flash_lite_breakfast_15,Whole Wheat Berry Biscuits with Greek Yogurt,200 g Whole wheat flour,Whole wheat flour,200.0,g,200.0,False,5.006,"Wheat flour, wholemeal",2
gemini_flash_lite_breakfast_15,Whole Wheat Berry Biscuits with Greek Yogurt,50 g All-purpose flour,All-purpose flour,50.0,g,50.0,False,5.01,"Wheat flour, 80 % extraction",2
gemini_flash_lite_breakfast_15,Whole Wheat Berry Biscuits with Greek Yogurt,10 g Baking powder,Baking powder,10.0,g,10.0,True,,,-1
gemini_flash_lite_breakfast_15,Whole Wheat Berry Biscuits with Greek Yogurt,2 g Salt,Salt,2.0,g,2.0,True,,,-1
gemini_flash_lite_breakfast_15,Whole Wheat Berry Biscuits with Greek Yogurt,"30 g Sugar, granulated","Sugar, granulated",30.0,g,30.0,False,9.002,"Sugar, white, caster sugar, cube sugar",2
gemini_flash_lite_breakfast_15,Whole Wheat Berry Biscuits with Greek Yogurt,"100 g Mixed berries, frozen","Mixed berries, frozen",100.0,g,100.0,False,6.844,"Berries, mixed, frozen",2
gemini_flash_lite_breakfast_15,Whole Wheat Berry Biscuits with Greek Yogurt,"100 g Greek yogurt, plain, 0% fat","Greek yogurt, plain, 0% fat",100.0,g,100.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gemini_flash_lite_breakfast_15,Whole Wheat Berry Biscuits with Greek Yogurt,"60 ml Milk, skim","Milk, skim",0.6,dl,60.0,False,1.289,"Milk, skimmed, Styrk",2
gemini_flash_lite_breakfast_15,Whole Wheat Berry Biscuits with Greek Yogurt,"30 g Butter, unsalted, melted","Butter, unsalted, melted",30.0,g,30.0,False,8.005,Butter,2
gemini_flash_lite_breakfast_16,Whole Wheat Berry Blintzes with Greek Yogurt and Mixed Berries,1.5 dl Whole wheat flour,Whole wheat flour,1.5,dl,82.5,False,5.006,"Wheat flour, wholemeal",2
gemini_flash_lite_breakfast_16,Whole Wheat Berry Blintzes with Greek Yogurt and Mixed Berries,0.5 dl All-purpose flour,All-purpose flour,0.5,dl,32.5,False,5.01,"Wheat flour, 80 % extraction",2
gemini_flash_lite_breakfast_16,Whole Wheat Berry Blintzes with Greek Yogurt and Mixed Berries,"2 pieces Egg, raw","Egg, raw",2.0,pieces,110.0,False,2.03,"Egg, organic, raw",2
gemini_flash_lite_breakfast_16,Whole Wheat Berry Blintzes with Greek Yogurt and Mixed Berries,"3 dl Milk, semi-skimmed","Milk, semi-skimmed",3.0,dl,300.0,False,1.231,"Milk, semi-skimmed, 0,5 % fat, unspecified",2
gemini_flash_lite_breakfast_16,Whole Wheat Berry Blintzes with Greek Yogurt and Mixed Berries,"1 tbsp Sugar, granulated","Sugar, granulated",1.0,tbsp,10.0,False,9.002,"Sugar, white, caster sugar, cube sugar",2
gemini_flash_lite_breakfast_16,Whole Wheat Berry Blintzes with Greek Yogurt and Mixed Berries,1 pinch Salt,Salt,1.0,pinch,,True,,,-1
gemini_flash_lite_breakfast_16,Whole Wheat Berry Blintzes with Greek Yogurt and Mixed Berries,"1 tbsp Butter, unsalted, melted","Butter, unsalted, melted",1.0,tbsp,15.0,False,8.005,Butter,2
gemini_flash_lite_breakfast_16,Whole Wheat Berry Blintzes with Greek Yogurt and Mixed Berries,"150 g Ricotta cheese, part-skim","Ricotta cheese, part-skim",150.0,g,150.0,False,1.266,"Cheese, Ricotta",2
gemini_flash_lite_breakfast_16,Whole Wheat Berry Blintzes with Greek Yogurt and Mixed Berries,"2 tbsp Greek yogurt, plain, 0% fat","Greek yogurt, plain, 0% fat",2.0,tbsp,22.0,False,1.334,"Yoghurt, plain, 2 % fat, Greek/Turkish",2
gemini_flash_lite_breakfast_16,Whole Wheat Berry Blintzes with Greek Yogurt and Mixed Berries,1 tsp Lemon zest,Lemon zest,1.0,tsp,5.0,False,6.626,Lemon peel,2
gemini_flash_lite_breakfast_16,Whole Wheat Berry Blintzes with Greek Yogurt and Mixed Berries,"1 dl Mixed berries, fresh or frozen","Mixed berries, fresh or frozen",1.0,dl,50.0,False,6.844,"Berries, mixed, frozen",2
gemini_flash_lite_breakfast_17,Whole Wheat Berry Blintzes with Greek Yogurt,1.5 dl Whole wheat flour,Whole wheat flour,1.5,dl,82.5,False,5.006,"Wheat flour, wholemeal",2
gemini_flash_lite_breakfast_17,Whole Wheat Berry Blintzes with Greek Yogurt,1 dl All-purpose flour,All-purpose flour,1.0,dl,65.0,False,5.01,"Wheat flour, 80 % extraction",2
gemini_flash_lite_breakfast_17,Whole Wheat Berry Blintzes with Greek Yogurt,"2 pcs Egg, raw","Egg, raw",2.0,pcs,110.0,False,2.03,"Egg, organic, raw",2
