recipe_id,model,category,meal_type,title,ingredients_json,instructions,servings,claimed_energy_kcal,claimed_protein_g,claimed_fat_g,claimed_carbs_g,claimed_saturated_fat_g,claimed_sugar_g,claimed_fiber_g,claimed_salt_g,claimed_calcium_mg,claimed_iron_mg,claimed_magnesium_mg,claimed_phosphorus_mg,claimed_potassium_mg,claimed_zinc_mg,claimed_iodine_ug,claimed_selenium_ug,claimed_vitamin_a_rae_ug,claimed_vitamin_d_ug,claimed_vitamin_e_mg,claimed_vitamin_c_mg,claimed_folate_ug,claimed_vitamin_b12_ug,claimed_vitamin_b1_mg,claimed_vitamin_b2_mg,claimed_vitamin_b3_mg,claimed_vitamin_b6_mg,claimed_fsa_score,claimed_fsa_category,claimed_who_score
gemini_flash_lite_breakfast_11,gemini_flash_lite,breakfast,Biscuits,Whole Wheat Apple Cinnamon Biscuits,"[""250 g Whole wheat flour"", ""50 g Rolled oats"", ""15 g Baking powder"", ""5 g Salt"", ""10 g Ground cinnamon"", ""2 g Ground nutmeg"", ""50 g Unsalted butter, cold, cubed"", ""150 ml Skim milk"", ""1 unit Egg, large, lightly beaten"", ""50 g Apple, finely chopped""]","Preheat your oven to 200 degrees C (400 degrees F). In a large bowl, whisk together the whole wheat flour, rolled oats, baking powder, salt, cinnamon, and nutmeg. Cut in the cold, cubed butter using a pastry blender or your fingertips until the mixture resembles coarse crumbs. Stir in the finely chopped apple. In a separate small bowl, whisk together the skim milk and the lightly beaten egg. Pour the wet ingredients into the dry ingredients and mix until just combined, being careful not to overmix. The dough should be slightly sticky. Turn the dough out onto a lightly floured surface and gently pat it into a 2 cm thick round. Cut out biscuits using a round cutter. Place the biscuits on a baking sheet lined with parchment paper. Bake for 15-18 minutes, or until golden brown and cooked through. Serve warm.",6,1350,40,45,200,15,20,25,5,300,6,150,500,600,3,20,30,50,1,2,5,150,1,0.5,0.4,5,0.4,5,healthy,5
gemini_flash_lite_breakfast_12,gemini_flash_lite,breakfast,Biscuits,Whole Wheat Berry Biscuits with Greek Yogurt Dip,"[""250 g Whole wheat flour"", ""50 g All-purpose flour"", ""10 g Baking powder"", ""5 g Salt"", ""30 g Granulated sugar"", ""60 g Cold unsalted butter, cut into small cubes"", ""180 ml Milk, low-fat"", ""50 g Mixed berries, fresh or frozen"", ""200 g Greek yogurt, plain, 0% fat"", ""5 g Honey""]","Preheat your oven to 220°C (425°F). In a large bowl, whisk together the whole wheat flour, all-purpose flour, baking powder, salt, and sugar. Cut in the cold butter using a pastry blender or your fingertips until the mixture resembles coarse crumbs. Stir in the milk until just combined, being careful not to overmix. Gently fold in the mixed berries. Turn the dough out onto a lightly floured surface and pat it down to about 2 cm thickness. Cut out biscuits using a round cutter. Place the biscuits on a baking sheet lined with parchment paper. Bake for 12-15 minutes, or until golden brown and puffed up. While the biscuits are baking, mix the Greek yogurt with honey in a small bowl to create the dip. Serve the warm biscuits with the yogurt dip.",8,1800,55,50,280,25,60,20,5,800,6,150,600,700,4,50,20,150,2,3,10,200,2,1,0.5,5,0.5,7,healthy,5
gemini_flash_lite_breakfast_13,gemini_flash_lite,breakfast,Biscuits,Whole Wheat Banana Oat Biscuits with Cinnamon,"[""250 g Whole wheat flour"", ""100 g Rolled oats"", ""50 g Brown sugar"", ""2 tsp Baking powder"", ""1 tsp Ground cinnamon"", ""0.5 tsp Salt"", ""120 g Ripe banana, mashed"", ""80 ml Milk, semi-skimmed"", ""60 ml Vegetable oil"", ""1 piece Egg, raw""]","Preheat your oven to 200°C (180°C fan/Gas mark 6). In a large bowl, whisk together the whole wheat flour, rolled oats, brown sugar, baking powder, cinnamon, and salt. In a separate bowl, mash the ripe banana until smooth, then whisk in the milk, vegetable oil, and egg until well combined. Pour the wet ingredients into the dry ingredients and mix until just combined. Be careful not to overmix. The dough will be sticky. Lightly flour a surface and turn out the dough. Gently pat or roll the dough to about 2cm thickness. Cut out biscuits using a round cutter and place them on a baking sheet lined with parchment paper. Bake for 12-15 minutes, or until golden brown and cooked through. Let them cool slightly before serving.",8,2800,55,120,400,20,90,40,5,400,10,250,600,1500,6,20,30,20,1,5,5,150,1,,,,,6,moderate,5
gemini_flash_lite_breakfast_14,gemini_flash_lite,breakfast,Biscuits,Whole Wheat Berry Biscuits with Greek Yogurt Glaze,"[""250 g Whole wheat flour"", ""50 g All-purpose flour"", ""15 g Baking powder"", ""5 g Salt"", ""50 g Unsalted butter, cold, cubed"", ""150 ml Milk, low-fat"", ""75 g Mixed berries, fresh or frozen"", ""100 g Greek yogurt, plain, 0% fat"", ""15 g Honey""]","Preheat your oven to 220°C (425°F). In a large bowl, whisk together the whole wheat flour, all-purpose flour, baking powder, and salt. Cut in the cold butter using a pastry blender or your fingertips until the mixture resembles coarse crumbs. Stir in the mixed berries. Gradually add the milk, mixing until just combined into a shaggy dough; do not overmix. Turn the dough out onto a lightly floured surface and pat it into a 2 cm thick disc. Cut out biscuits using a 5 cm round cutter, re-patting scraps gently once. Place the biscuits on a baking sheet lined with parchment paper. Bake for 12-15 minutes, or until golden brown and risen. While the biscuits are baking, whisk together the Greek yogurt and honey in a small bowl to create a glaze. Once the biscuits are out of the oven and slightly cooled, drizzle with the Greek yogurt glaze.",8,1200,35,30,190,12,30,15,2.5,400,5,150,500,800,3,20,25,100,1,2,15,200,1,0.5,0.3,3,0.3,7,healthy,5
gemini_flash_lite_breakfast_15,gemini_flash_lite,breakfast,Biscuits,Whole Wheat Berry Biscuits with Greek Yogurt,"[""200 g Whole wheat flour"", ""50 g All-purpose flour"", ""10 g Baking powder"", ""2 g Salt"", ""30 g Sugar, granulated"", ""100 g Mixed berries, frozen"", ""100 g Greek yogurt, plain, 0% fat"", ""60 ml Milk, skim"", ""30 g Butter, unsalted, melted""]","Preheat your oven to 200 degrees Celsius (400 degrees Fahrenheit). In a large bowl, whisk together the whole wheat flour, all-purpose flour, baking powder, salt, and sugar. Gently stir in the frozen mixed berries. In a separate small bowl, combine the Greek yogurt and skim milk until smooth. Pour the wet ingredients into the dry ingredients and mix until just combined, being careful not to overmix. The dough will be sticky. Turn the dough out onto a lightly floured surface and pat it into a 2 cm (3/4 inch) thick rectangle. Cut out biscuits using a round cutter or knife. Place the biscuits on a baking sheet lined with parchment paper. Brush the tops of the biscuits with the melted butter. Bake for 15-18 minutes, or until golden brown and cooked through. Let cool slightly before serving.",8,1500,35,25,300,10,60,25,2.5,400,6,150,500,800,3,30,20,100,2,2,30,150,1,0.5,0.4,3,0.3,6,healthy,5
gemini_flash_lite_breakfast_16,gemini_flash_lite,breakfast,Blintzes,Whole Wheat Berry Blintzes with Greek Yogurt and Mixed Berries,"[""1.5 dl Whole wheat flour"", ""0.5 dl All-purpose flour"", ""2 pieces Egg, raw"", ""3 dl Milk, semi-skimmed"", ""1 tbsp Sugar, granulated"", ""1 pinch Salt"", ""1 tbsp Butter, unsalted, melted"", ""150 g Ricotta cheese, part-skim"", ""2 tbsp Greek yogurt, plain, 0% fat"", ""1 tsp Lemon zest"", ""1 dl Mixed berries, fresh or frozen""]","In a medium bowl, whisk together the whole wheat flour, all-purpose flour, sugar, and salt. In a separate bowl, lightly beat the eggs, then whisk in the milk and melted butter. Pour the wet ingredients into the dry ingredients and whisk until just combined and smooth, with no lumps. Let the batter rest for 15 minutes. Heat a lightly oiled non-stick skillet over medium heat. Pour about 0.75 dl of batter into the skillet, swirling to coat the bottom evenly. Cook for about 1-2 minutes per side, until golden brown. Repeat with the remaining batter, stacking the cooked blintzes on a plate. In a small bowl, mix the ricotta cheese with the Greek yogurt and lemon zest until well combined. Spoon about 1-2 tablespoons of the ricotta mixture onto the center of each blintz. Fold the blintz in half, then in half again to form a triangle, or roll it up. Serve immediately, topped with mixed berries.",4,1250,50,45,160,15,55,15,1.2,600,4,120,400,700,2.5,50,30,200,2,2,40,150,2,0.5,0.6,3,0.3,6,healthy,5
gemini_flash_lite_breakfast_17,gemini_flash_lite,breakfast,Blintzes,Whole Wheat Berry Blintzes with Greek Yogurt,"[""1.5 dl Whole wheat flour"", ""1 dl All-purpose flour"", ""2 pcs Egg, raw"", ""3 dl Milk, semi-skimmed, unspecified"", ""0.5 dl Water, unspecified"", ""1 pinch Salt, table, unspecified"", ""15 g Butter, unsalted, unspecified"", ""200 g Greek yogurt, 2%"", ""100 g Mixed berries, frozen, unspecified"", ""1 tbsp Honey, unspecified""]","To make the blintz batter, whisk together the whole wheat flour, all-purpose flour, salt, and eggs in a large bowl until well combined. Gradually whisk in the milk and water until you have a smooth, thin batter. Melt the butter in a non-stick skillet over medium heat. Pour about 0.75 dl of batter into the skillet, tilting to coat the bottom evenly. Cook for about 1-2 minutes until the edges are set and lightly golden. Flip carefully and cook for another 30 seconds. Slide the blintz onto a plate and repeat with the remaining batter. To serve, spoon Greek yogurt and mixed berries into the center of each blintz, drizzle with honey, and fold or roll them up.",4,1250,55,45,160,20,55,10,1.5,750,4,150,600,1200,3,60,30,300,3,2,40,150,2,0.8,0.7,5,0.6,5,healthy,5
gemini_flash_lite_breakfast_18,gemini_flash_lite,breakfast,Blintzes,Whole Wheat Berry Blintzes with Greek Yogurt and Fresh Berries,"[""1.5 dl Whole wheat flour"", ""1 dl All-purpose flour"", ""2 dl Milk, low-fat"", ""2 pieces Egg, raw"", ""1 pinch Salt"", ""1 tbsp Butter, unsalted, melted"", ""250 g Quark or thick Greek yogurt"", ""50 g Mixed berries, fresh"", ""1 tbsp Honey, liquid""]","In a medium bowl, whisk together the whole wheat flour, all-purpose flour, and salt. In a separate bowl, whisk together the milk and eggs. Gradually add the wet ingredients to the dry ingredients, whisking until a smooth batter forms. Stir in the melted butter. Heat a lightly oiled non-stick skillet or griddle over medium heat. Pour about 0.6 dl of batter into the hot skillet and swirl to spread it thinly. Cook for about 1-2 minutes per side, until golden brown. Repeat with the remaining batter. Let the blintzes cool slightly. Fill each blintz with about 1-2 tablespoons of quark or Greek yogurt and some fresh berries. Fold or roll the blintzes. Drizzle with honey before serving.",4,1200,55,40,150,15,50,10,1.5,700,4,100,500,800,3,50,30,200,2,1.5,30,150,2,0.5,0.8,4,0.4,5,healthy,5
gemini_flash_lite_breakfast_19,gemini_flash_lite,breakfast,Blintzes,Whole Wheat Blintzes with Greek Yogurt and Berries,"[""1.5 dl Whole wheat flour"", ""2 dl Milk, semi-skimmed"", ""2 pieces Egg, raw"", ""1 tbsp Sugar, white"", ""0.5 tsp Salt, table"", ""5 g Butter, unsalted"", ""200 g Greek yogurt, 2%"", ""100 g Mixed berries, frozen""]","In a bowl, whisk together the whole wheat flour, milk, eggs, sugar, and salt until a smooth batter forms. Melt 1/2 teaspoon of butter in a non-stick frying pan over medium heat. Pour about 0.75 dl of batter into the hot pan and swirl to create a thin layer. Cook for 1-2 minutes per side, until golden brown. Transfer to a plate and repeat with the remaining batter and butter. Once all blintzes are cooked, spoon 2 tablespoons of Greek yogurt and a sprinkle of mixed berries onto the center of each blintz. Fold the blintz in half, then in half again to form a triangle. Serve immediately.",4,1200,50,40,160,15,45,10,1.5,600,3,120,500,800,3,50,20,200,2,1,30,80,2,0.5,0.7,3,0.4,6,healthy,5
gemini_flash_lite_breakfast_20,gemini_flash_lite,breakfast,Blintzes,Whole Wheat Blintzes with Quark and Mixed Berries,"[""2 dl Whole wheat flour"", ""3 dl Milk, semi-skimmed"", ""2 pieces Egg, raw"", ""1 tbsp Rapeseed oil"", ""1 pinch Salt"", ""500 g Quark, low-fat"", ""50 g Honey"", ""1 tsp Vanilla extract"", ""300 g Mixed berries, frozen or fresh""]","For the blintzes, whisk together the whole wheat flour, milk, eggs, rapeseed oil, and salt in a bowl until smooth. Heat a lightly oiled non-stick frying pan over medium heat. Pour about 0.75 dl of batter into the pan and swirl to coat the bottom thinly. Cook for 1-2 minutes until the edges lift and the bottom is golden brown. Flip and cook for another 30 seconds. Repeat with the remaining batter, stacking the cooked blintzes on a plate. For the filling, combine the quark, honey, and vanilla extract in a bowl and mix well. Spoon about 2 tablespoons of the quark filling onto the center of each blintz. Fold in the sides and then roll up from the bottom. Serve the blintzes immediately, topped with the mixed berries.",4,1850,95,55,250,15,120,20,2.5,1200,6,150,900,1800,5,80,40,300,3,4,70,150,3,0.8,1.2,5,0.7,6,healthy,5
gemini_flash_lite_breakfast_21,gemini_flash_lite,breakfast,Breakfast Burritos,Hearty Black Bean and Sweet Potato Breakfast Burritos,"[""2 pieces Whole wheat tortillas"", ""150 g Sweet potato, raw"", ""100 g Black beans, canned, drained and rinsed"", ""1 piece Egg, raw"", ""50 g Spinach, raw"", ""30 g Onion, raw"", ""10 g Olive oil"", ""0.5 tsp Cumin, ground"", ""0.25 tsp Smoked paprika"", ""5 g Fresh cilantro, chopped"", ""50 g Low-fat cheese, grated""]","Peel and dice the sweet potato into small cubes. Finely chop the onion. Heat the olive oil in a non-stick skillet over medium heat. Add the diced sweet potato and chopped onion, and sauté for 8-10 minutes until the sweet potato is tender and slightly browned. Stir in the drained black beans, cumin, and smoked paprika, and cook for another 2 minutes until heated through. In a separate bowl, whisk the egg and pour it into the skillet with the sweet potato mixture. Cook, stirring gently, until the egg is scrambled and cooked through. Stir in the fresh spinach until it wilts. Warm the whole wheat tortillas according to package directions. Fill each tortilla with the sweet potato and black bean mixture, top with grated cheese and fresh cilantro. Fold the tortillas tightly to form burritos.",2,1200,45,40,180,12,25,20,2.5,400,6,150,500,1200,4,30,35,700,2,4,30,150,1,0.5,0.4,3,0.6,7,healthy,5
gemini_flash_lite_breakfast_22,gemini_flash_lite,breakfast,Breakfast Burritos,Hearty Black Bean and Sweet Potato Breakfast Burritos,"[""2 medium Sweet potatoes, raw"", ""1 tbsp Olive oil"", ""1 tsp Chili powder"", ""0.5 tsp Cumin, ground"", ""0.25 tsp Smoked paprika"", ""250 g Black beans, canned, drained and rinsed"", ""1 dl Corn, sweet, canned, drained"", ""4 large Eggs, raw"", ""4 whole Wheat tortillas, medium"", ""50 g Cheddar cheese, shredded"", ""1 dl Salsa"", ""1 dl Greek yogurt, plain, 2% fat""]","Preheat your oven to 200°C (400°F). Peel and dice the sweet potatoes into 1cm cubes. Toss the sweet potato cubes with olive oil, chili powder, cumin, and smoked paprika on a baking sheet. Roast for 20-25 minutes, or until tender and slightly caramelized, flipping halfway through. While the sweet potatoes are roasting, gently heat the black beans and corn in a small saucepan over medium heat until warmed through. In a separate bowl, whisk the eggs. Lightly grease a non-stick frying pan and heat over medium-low heat. Pour in the whisked eggs and cook, stirring gently, until softly scrambled. Warm the tortillas according to package directions. To assemble the burritos, lay a warm tortilla flat. Spoon a quarter of the roasted sweet potato mixture, black beans, corn, scrambled eggs, shredded cheddar cheese, and salsa onto the center of each tortilla. Top with a dollop of Greek yogurt. Fold in the sides of the tortilla, then tightly roll it up from the bottom. Serve immediately.",4,1850,75,70,250,18,55,45,4.5,550,12,350,700,2500,8,30,40,1500,2,5,150,250,3,0.8,0.6,6,1.2,7,moderate,5
gemini_flash_lite_breakfast_23,gemini_flash_lite,breakfast,Breakfast Burritos,Whole Wheat Breakfast Burritos with Black Beans and Avocado,"[""2 whole Wheat Tortillas, large"", ""2 large Egg, raw"", ""60 g Black Beans, canned, drained and rinsed"", ""50 g Spinach, fresh"", ""30 g Avocado, ripe"", ""15 g Onion, red, finely chopped"", ""5 g Coriander, fresh, chopped"", ""1 tsp Olive Oil"", ""1/4 tsp Cumin, ground"", ""Salt, to taste"", ""Black Pepper, to taste""]","Warm a small non-stick skillet over medium heat and add the olive oil. Add the chopped red onion and sauté for 2-3 minutes until softened. Add the drained black beans and ground cumin, stirring to combine and heat through for another 2 minutes. Stir in the fresh spinach and cook until just wilted, about 1 minute. Season with salt and pepper to taste. Remove the bean and spinach mixture from the skillet and set aside. In a small bowl, whisk the eggs with a pinch of salt and pepper. Pour the eggs into the same skillet and scramble them until cooked through. Warm the whole wheat tortillas according to package instructions, usually for about 20-30 seconds per side. Lay each tortilla flat. Divide the scrambled eggs, black bean and spinach mixture, sliced avocado, and chopped coriander evenly between the two tortillas. Fold in the sides of each tortilla and then roll them up tightly to form burritos. Serve immediately.",2,450,20,22,45,4,5,10,0.7,150,3,80,250,600,2,10,15,200,1,3,15,120,1,0.3,0.2,2,0.4,6,healthy,5
