recipe_id,model,category,meal_type,title,ingredients_json,instructions,servings,claimed_energy_kcal,claimed_protein_g,claimed_fat_g,claimed_carbs_g,claimed_saturated_fat_g,claimed_sugar_g,claimed_fiber_g,claimed_salt_g,claimed_calcium_mg,claimed_iron_mg,claimed_magnesium_mg,claimed_phosphorus_mg,claimed_potassium_mg,claimed_zinc_mg,claimed_iodine_ug,claimed_selenium_ug,claimed_vitamin_a_rae_ug,claimed_vitamin_d_ug,claimed_vitamin_e_mg,claimed_vitamin_c_mg,claimed_folate_ug,claimed_vitamin_b12_ug,claimed_vitamin_b1_mg,claimed_vitamin_b2_mg,claimed_vitamin_b3_mg,claimed_vitamin_b6_mg,claimed_fsa_score,claimed_fsa_category,claimed_who_score
gpt54_mini_breakfast_11,gpt54_mini,breakfast,Biscuits,Wholegrain Buttermilk Biscuits with Chives and Yogurt,"[""200 g wholemeal wheat flour"", ""80 g plain wheat flour"", ""12 g baking powder"", ""3 g salt"", ""25 g cold unsalted butter"", ""180 ml low-fat buttermilk"", ""1 piece egg, raw"", ""25 g plain Greek yogurt, low-fat"", ""15 g fresh chives"", ""10 g rolled oats""]","Preheat the oven to 220 C and line a baking tray with baking paper. In a large bowl, mix the wholemeal flour, plain flour, baking powder, salt, and rolled oats. Cut the cold butter into the flour mixture with your fingertips until it looks like coarse crumbs. Finely chop the chives and stir them through. In a separate bowl, whisk the buttermilk, egg, and Greek yogurt until smooth. Pour the wet mixture into the dry ingredients and stir just until a soft dough forms; do not overmix. Turn the dough onto a lightly floured surface and gently pat it into a 2 cm thick rectangle. Fold it over once or twice for a tender texture, then pat it out again and cut into 8 biscuits. Place them close together on the tray for softer sides or spaced apart for crisper edges. Bake for 12 to 15 minutes, until risen and golden brown on top. Serve warm.",8,1260,50,31,194,16,17,19,4.1,530,14.2,260,980,980,6.2,42,58,160,1.6,2.1,14,190,1.7,1.2,1.4,12.5,0.7,7,healthy,5
gpt54_mini_breakfast_12,gpt54_mini,breakfast,Biscuits,Whole Wheat Buttermilk Biscuits with Chives,"[""180 g whole wheat flour"", ""120 g plain wheat flour"", ""12 g baking powder"", ""3 g fine salt"", ""30 g cold unsalted butter"", ""10 g olive oil"", ""240 ml low-fat buttermilk"", ""1 piece egg, raw"", ""15 g fresh chives""]","Preheat the oven to 220 degrees C and line a baking tray with baking paper. In a large bowl, whisk together the whole wheat flour, plain flour, baking powder, and salt. Add the cold butter and rub it into the flour with your fingertips until the mixture looks like coarse crumbs with a few small butter pieces left. Stir in the chopped chives. In a separate bowl, beat the egg with the buttermilk and olive oil, then pour it into the flour mixture. Mix gently just until a soft dough forms; do not overwork it. Turn the dough onto a lightly floured surface, pat it into a rectangle about 2 cm thick, and fold it once or twice for a flaky texture. Press or cut out 8 biscuits and place them close together on the tray for softer sides or spaced apart for crisper edges. Bake for 12 to 15 minutes, until the tops are golden brown and the biscuits feel light and springy. Serve warm.",8,1435,52,44,211,22,14,27,5.2,620,12.4,230,920,980,7.1,32,58,220,1.6,6.4,10,210,2.0,1.3,1.4,11.2,0.7,7,moderate,5
gpt54_mini_breakfast_13,gpt54_mini,breakfast,Biscuits,Whole Wheat Yogurt Biscuits with Chives and Honey,"[""180 g whole wheat flour"", ""70 g plain white flour"", ""12 g baking powder"", ""3 g salt"", ""15 g rolled oats"", ""25 g unsalted butter, chilled"", ""180 g plain low-fat yogurt"", ""30 ml skim milk"", ""15 g fresh chives, chopped"", ""10 g honey""]","Preheat the oven to 220 degrees C and line a baking tray with parchment paper. In a large bowl, whisk together the whole wheat flour, white flour, baking powder, salt, and rolled oats. Rub in the chilled butter with your fingertips until the mixture looks like coarse crumbs with a few small butter pieces remaining. Stir in the chopped chives. Add the yogurt, milk, and honey, then mix gently just until a soft dough forms; do not overwork it or the biscuits will be tough. Turn the dough onto a lightly floured surface and pat it to about 2 cm thick. Cut out 8 biscuits and place them close together on the tray for softer sides, or spaced apart for crisper edges. Bake for 12 to 15 minutes, until risen and lightly golden on top. Let them cool for 5 minutes before serving warm.",8,1068,44.2,23.4,169.8,13.2,18.6,18.4,3.1,520,6.8,164,710,1180,4.9,34,48,190,0.4,2.1,6.5,110,1.1,0.7,1.3,5.8,0.5,7,healthy,5
gpt54_mini_breakfast_14,gpt54_mini,breakfast,Biscuits,Whole Wheat Buttermilk Biscuits with Oats and Chives,"[""180 g whole wheat flour"", ""60 g rolled oats"", ""8 g baking powder"", ""2 g baking soda"", ""3 g fine salt"", ""30 g unsalted butter"", ""20 g plain low-fat yogurt"", ""180 ml buttermilk, low fat"", ""1 piece egg, raw"", ""15 g chives, fresh""]","Preheat the oven to 220 C and line a baking tray with baking paper. In a large bowl, mix the whole wheat flour, oats, baking powder, baking soda and salt until evenly combined. Rub in the cold butter with your fingertips until the mixture looks like coarse crumbs with a few pea-sized pieces remaining. Whisk together the yogurt, buttermilk and egg, then stir this into the dry ingredients with the chopped chives just until a soft dough forms. Turn the dough onto a lightly floured surface and pat it into a rectangle about 2 cm thick; fold it over once or twice for flaky layers, then gently press it out again. Cut out biscuits with a round cutter, place them close together on the tray, and bake for 12 to 15 minutes until risen and golden brown on top. Serve warm.",8,1026,36.2,31.8,146.5,18.1,12.4,20.7,4.2,460,8.4,215,620,930,4.8,48,34,210,1.3,2.8,9.5,120,1.1,0.8,1.0,8.1,0.6,5,healthy,5
gpt54_mini_breakfast_15,gpt54_mini,breakfast,Biscuits,Whole Wheat Buttermilk Breakfast Biscuits with Oats and Chives,"[""180 g whole wheat flour"", ""80 g plain white flour"", ""40 g rolled oats"", ""12 g baking powder"", ""3 g salt"", ""30 g cold unsalted butter"", ""20 ml rapeseed oil"", ""180 ml low-fat buttermilk"", ""1 piece egg, raw"", ""20 g fresh chives""]","Preheat the oven to 200 C and line a baking tray with baking paper. In a large bowl, whisk together the whole wheat flour, white flour, rolled oats, baking powder, and salt. Add the cold butter and rub it into the flour with your fingertips until the mixture looks like coarse crumbs. Stir in the chopped chives. In a separate bowl, beat the egg with the buttermilk and rapeseed oil, then pour it into the dry ingredients and mix gently just until a soft dough forms. Turn the dough onto a lightly floured surface and pat it into a 2 cm thick round. Fold it over once or twice for a layered texture, then pat it out again and cut out 8 biscuits. Place them close together on the tray for softer sides or spaced apart for crispier edges. Bake for 12 to 15 minutes, until risen and golden brown on top. Cool for a few minutes before serving warm.",8,1218,34,41,166,14,11,21,3.6,340,9.2,184,740,760,5.2,55,52,170,1.8,4.8,8,140,1.0,1.3,0.9,12.5,0.7,6,healthy,5
gpt54_mini_breakfast_16,gpt54_mini,breakfast,Blintzes,Whole Wheat Cottage Cheese Blintzes with Warm Berry Compote,"[""120 g whole wheat flour"", ""250 ml low fat milk"", ""2 piece egg, raw"", ""15 ml rapeseed oil"", ""1 g salt"", ""250 g low fat cottage cheese"", ""1 piece egg, raw"", ""15 g honey"", ""5 ml vanilla extract"", ""1 g lemon zest"", ""150 g blueberries, raw"", ""150 g strawberries, raw"", ""10 ml lemon juice"", ""10 g chia seeds""]","Whisk the whole wheat flour, milk, eggs, rapeseed oil, and salt into a smooth batter, then let it rest for 10 minutes so the flour hydrates. Heat a nonstick pan over medium heat and lightly brush it with a little of the oil. Pour in a thin layer of batter and swirl the pan to make a delicate crepe; cook for about 1 minute until the edges lift and the surface looks set, then flip and cook for 20 to 30 seconds more. Repeat with the remaining batter. In a bowl, mix the cottage cheese, egg, honey, vanilla extract, and lemon zest until creamy and well combined. Spoon the filling into the center of each crepe, fold the sides over, and roll them into neat blintzes. Wipe the pan clean, return the blintzes seam-side down, and cook over medium-low heat for 2 to 3 minutes per side until lightly golden and heated through. For the compote, warm the blueberries, strawberries, lemon juice, and chia seeds in a small saucepan over medium heat for 5 to 7 minutes, stirring occasionally until the fruit softens and releases juices. Serve the blintzes warm with the berry compote spooned over the top.",4,1120,58,37,138,12,39,17,1.7,720,7.4,185,830,1320,5.2,72,68,420,4.8,4.6,92,145,2.8,0.62,1.25,5.8,0.72,7,healthy,6
gpt54_mini_breakfast_17,gpt54_mini,breakfast,Blintzes,Wholemeal Spinach and Ricotta Blintzes with Lemon Yogurt,"[""120 g wholemeal flour"", ""2 piece egg, raw"", ""300 ml milk, semi-skimmed"", ""1 tbsp rapeseed oil"", ""1 g salt"", ""200 g ricotta cheese, low fat"", ""150 g spinach, raw"", ""1 piece egg, raw"", ""1 tsp lemon zest"", ""15 g fresh chives"", ""120 g plain yogurt, low fat"", ""20 g honey"", ""5 ml lemon juice"", ""1 g black pepper""]","Whisk the wholemeal flour, eggs, milk and salt into a smooth batter, then let it rest for 10 minutes so the flour can hydrate. Heat a non-stick pan over medium heat and brush it lightly with the rapeseed oil. Pour in thin layers of batter and cook each crepe for about 1 to 2 minutes per side, until set and lightly golden. Set the crepes aside on a plate. Meanwhile, wilt the spinach in a dry pan over medium heat for 2 to 3 minutes until the leaves collapse and most moisture has evaporated, then chop it finely. Mix the ricotta, egg, lemon zest, chives, spinach and black pepper in a bowl until well combined. Spoon the filling onto each crepe, fold in the sides and roll them up to form neat blintzes. Return them seam-side down to the pan over low to medium heat and cook for 2 to 3 minutes per side until warmed through and lightly browned. Stir the yogurt, honey and lemon juice together and serve it spooned over the blintzes while warm.",4,1118,53.4,41.2,123.5,16.1,32.8,14.6,2.1,742,8.4,192,842,1790,6.1,92,64,612,3.8,6.2,29,188,2.6,1.1,2.1,6.7,0.8,6,healthy,5
gpt54_mini_breakfast_18,gpt54_mini,breakfast,Blintzes,Whole Wheat Blintzes with Lemon Ricotta and Blueberries,"[""120 g whole wheat flour"", ""2 pieces egg, raw"", ""300 ml milk, semi-skimmed"", ""15 ml rapeseed oil"", ""250 g ricotta cheese, light"", ""100 g Greek yogurt, plain, low-fat"", ""20 g honey"", ""1 piece lemon zest, fresh"", ""5 ml vanilla extract"", ""150 g blueberries, fresh"", ""10 g butter, unsalted"", ""1 g salt""]","Whisk the flour, eggs, milk, oil, and salt in a bowl until the batter is smooth and slightly thin, then let it rest for 10 minutes so the flour hydrates. Heat a non-stick skillet over medium heat and lightly brush it with a little of the oil. Pour in a small ladle of batter, swirl it into a thin circle, and cook for about 1 minute until the edges lift and the underside is lightly golden. Flip briefly for 20 to 30 seconds, then repeat with the remaining batter. In a separate bowl, mix the ricotta, yogurt, honey, lemon zest, and vanilla until creamy. Spoon the filling onto each crepe, add a few blueberries, fold the sides in, and roll up into blintzes. Warm the butter in the skillet over low heat and briefly turn the filled blintzes in it for 1 to 2 minutes per side until lightly sealed and heated through. Serve immediately with the remaining blueberries on top.",4,1240,57,49,138,20,43,16,1.5,780,6.2,155,860,1120,4.5,95,52,280,3.5,4.8,16,170,2.4,0.6,1.5,4.8,0.5,8,healthy,5
gpt54_mini_breakfast_19,gpt54_mini,breakfast,Blintzes,Whole Wheat Cottage Cheese Blintzes with Warm Blueberry Compote,"[""120 g whole wheat flour"", ""2 piece egg, raw"", ""300 ml milk, low fat, 1.5%"", ""15 ml canola oil"", ""1 g salt"", ""250 g cottage cheese, low fat"", ""80 g plain yogurt, low fat"", ""10 g honey"", ""5 ml vanilla extract"", ""1 piece lemon zest"", ""150 g blueberries, fresh"", ""15 ml water"", ""5 g chia seeds"", ""5 g butter, unsalted""]","Whisk the whole wheat flour, eggs, milk, canola oil, and salt into a smooth batter, then let it rest for 10 minutes so the flour hydrates. Heat a nonstick pan over medium heat and lightly brush it with a little oil. Pour in thin layers of batter and swirl the pan to make 8 delicate crêpes, cooking each for about 1 minute on the first side and 20 to 30 seconds on the second side until just set and lightly golden. In a bowl, mix the cottage cheese, yogurt, honey, vanilla extract, and lemon zest until creamy. Spoon the filling into the center of each crêpe, fold the sides over, and roll into neat parcels. For the compote, warm the blueberries, water, chia seeds, and butter in a small saucepan over medium-low heat for 4 to 5 minutes until the berries soften and the sauce thickens slightly. Serve the blintzes warm with the blueberry compote spooned over the top.",4,1190,60,41,138,14,42,18,2.1,710,7.2,175,980,1120,5.1,92,58,330,2.8,4.6,18,165,2.4,0.72,1.3,7.4,0.74,6,healthy,5
gpt54_mini_breakfast_20,gpt54_mini,breakfast,Blintzes,Whole Wheat Cottage Cheese Blintzes with Warm Blueberry Compote,"[""120 g whole wheat flour"", ""2 pieces egg, raw"", ""250 ml milk, semi-skimmed"", ""20 ml rapeseed oil"", ""1 g salt"", ""250 g cottage cheese, low fat"", ""100 g Greek yogurt, plain, low fat"", ""15 g honey"", ""5 ml vanilla extract"", ""1 piece lemon zest, fresh"", ""120 g blueberries, fresh"", ""10 ml lemon juice"", ""10 g chia seeds""]","Whisk the flour, eggs, milk, rapeseed oil, and salt in a bowl until the batter is smooth and thin enough to spread easily. Let it rest for 10 minutes so the flour hydrates. Heat a nonstick pan over medium heat and lightly brush it with a little of the oil. Pour in a small ladle of batter and swirl the pan to make a very thin crepe. Cook for about 1 minute until the underside is lightly golden, then turn and cook for 20 to 30 seconds more. Repeat with the remaining batter. For the filling, mix the cottage cheese, Greek yogurt, honey, vanilla, and lemon zest until creamy. Spoon the filling onto the paler side of each crepe, fold in the sides, and roll into neat blintzes. Place them seam-side down in the pan over low heat for 1 to 2 minutes per side until warmed through. For the compote, warm the blueberries and lemon juice in a small saucepan over medium heat for 4 to 5 minutes until the berries begin to burst and look syrupy. Serve the blintzes topped with the warm blueberry compote and sprinkle over the chia seeds.",4,1365,76,50,153,16,47,19,2.1,720,10.2,185,1080,1500,6.8,110,46,210,4.2,6.1,28,168,3.4,0.95,2.1,7.4,0.82,7,healthy,5
gpt54_mini_breakfast_21,gpt54_mini,breakfast,Breakfast Burritos,Spinach and Black Bean Breakfast Burritos with Avocado Salsa,"[""4 pieces Egg, raw"", ""120 g Egg white, raw"", ""10 ml Olive oil"", ""80 g Onion, raw"", ""120 g Red bell pepper, raw"", ""100 g Spinach, raw"", ""200 g Black beans, canned, drained"", ""2 g Ground cumin"", ""2 g Smoked paprika"", ""1 g Black pepper"", ""2 g Salt"", ""4 pieces Tortilla, wheat, wholemeal"", ""120 g Avocado, raw"", ""80 g Tomato, raw"", ""20 g Red onion, raw"", ""10 ml Lime juice"", ""20 g Cheddar cheese, reduced fat""]","Warm the tortillas briefly in a dry skillet or microwave so they are pliable, then set them aside covered. Heat the olive oil in a large non-stick pan over medium heat. Add the onion and red bell pepper and cook for 5 to 6 minutes, stirring occasionally, until softened and lightly golden. Stir in the spinach and cook for 1 minute until wilted. Add the black beans, cumin, smoked paprika, black pepper, and salt, then cook for 2 minutes until the beans are heated through. In a bowl, whisk the eggs and egg whites until combined. Pour them into the pan and cook over medium-low heat, stirring gently, until just set and still soft, about 3 to 4 minutes. Mix the avocado, tomato, red onion, and lime juice in a small bowl to make a fresh salsa. Divide the egg mixture among the tortillas, top with the avocado salsa and reduced-fat cheddar, then fold into burritos. For a crisper finish, return the wrapped burritos to the skillet and toast each side for 1 to 2 minutes until lightly browned.",4,1510,77,61,154,16,13,32,4.2,540,13.4,295,1040,2430,8.5,72,92,560,4.8,7.6,126,438,4.2,1.8,1.6,10.4,1.7,9,healthy,5
