recipe_id,model,category,meal_type,title,ingredients_json,instructions,servings,claimed_energy_kcal,claimed_protein_g,claimed_fat_g,claimed_carbs_g,claimed_saturated_fat_g,claimed_sugar_g,claimed_fiber_g,claimed_salt_g,claimed_calcium_mg,claimed_iron_mg,claimed_magnesium_mg,claimed_phosphorus_mg,claimed_potassium_mg,claimed_zinc_mg,claimed_iodine_ug,claimed_selenium_ug,claimed_vitamin_a_rae_ug,claimed_vitamin_d_ug,claimed_vitamin_e_mg,claimed_vitamin_c_mg,claimed_folate_ug,claimed_vitamin_b12_ug,claimed_vitamin_b1_mg,claimed_vitamin_b2_mg,claimed_vitamin_b3_mg,claimed_vitamin_b6_mg,claimed_fsa_score,claimed_fsa_category,claimed_who_score
gemini_flash_breakfast_102,gemini_flash,breakfast,Oatmeal,Nutty Berry Boost Oatmeal,"[""50 g Rolled oats"", ""2 dl Plant-based milk, oat, fortified"", ""1 dl Water, tap"", ""80 g Mixed berries, fresh"", ""10 g Chia seeds"", ""10 g Almonds, chopped"", ""5 ml Maple syrup"", ""2 g Cinnamon, ground""]","In a small saucepan, combine the rolled oats, oat milk, water, and ground cinnamon. Bring the mixture to a gentle boil over medium heat, then reduce the heat to low and simmer for about 5-7 minutes, stirring occasionally, until the oats are creamy and have absorbed most of the liquid. Once cooked, remove the saucepan from the heat. Stir in the maple syrup, then gently fold in the fresh mixed berries. Top with the chia seeds and chopped almonds before serving warm.",1,455,13.5,16.5,69,1.7,23.2,12.8,0.1,300,2.8,105,340,390,1.8,10,10.5,10,1.5,2.7,30,30,0.4,0.35,0.1,0.8,0.1,6,healthy,6
gemini_flash_breakfast_103,gemini_flash,breakfast,Oatmeal,Superseed Berry Almond Oatmeal,"[""40 g Rolled oats"", ""200 ml Almond milk, unsweetened"", ""10 g Chia seeds"", ""3 g Flaxseed, ground"", ""80 g Mixed berries, frozen"", ""8 g Almonds, sliced"", ""1 g Cinnamon, ground"", ""5 ml Maple syrup""]","Combine the rolled oats, unsweetened almond milk, chia seeds, ground flaxseed, and ground cinnamon in a small saucepan. Bring the mixture to a gentle boil over medium heat, then reduce the heat to low and simmer for 5-7 minutes, stirring occasionally, until the oats are cooked through and the mixture has thickened to your desired consistency. Remove the saucepan from the heat and stir in the maple syrup. Pour the oatmeal into a serving bowl, then garnish generously with the mixed berries and sliced almonds before serving warm.",1,347,10.5,14.4,48,1.5,9.8,13.3,0.05,400,2.3,110,320,380,1.5,5,5,5,1,2,20,40,0.5,0.2,0.1,1,0.15,4,healthy,7
gemini_flash_breakfast_104,gemini_flash,breakfast,Oatmeal,Creamy Banana Almond Oatmeal with Chia Seeds,"[""40 g Rolled oats"", ""2 dl Milk, semi-skimmed"", ""80 g Banana, raw"", ""15 g Almonds, raw, chopped"", ""5 g Chia seeds, dried"", ""5 g Maple syrup""]","Combine the rolled oats and semi-skimmed milk in a small saucepan over medium heat. Bring to a gentle simmer, stirring occasionally, and cook for 5-7 minutes until the oats are creamy and have absorbed most of the liquid. While the oatmeal cooks, slice the banana. Once cooked, transfer the oatmeal to a serving bowl. Top with the sliced banana, chopped almonds, and chia seeds. Drizzle with maple syrup before serving warm.",1,440,17,18,65,3,24,10,0.1,360,3,105,580,950,2.7,50,10,70,1,4.2,10,50,0.9,0.32,0.45,1,0.35,5,healthy,6
gemini_flash_breakfast_105,gemini_flash,breakfast,Oatmeal,Creamy Berry and Almond Oatmeal with Chia,"[""50 g Rolled oats"", ""200 ml Milk, semi-skimmed"", ""100 g Mixed berries, frozen"", ""15 g Almond butter"", ""5 g Chia seeds"", ""1 g Cinnamon, ground""]","In a small saucepan, combine the rolled oats and semi-skimmed milk. Bring the mixture to a gentle simmer over medium heat, stirring occasionally to prevent sticking. Continue to cook for about 5 to 7 minutes, or until the oats have absorbed most of the liquid and reached your desired creamy consistency. Stir in the chia seeds and ground cinnamon during the last minute of cooking. Once cooked, transfer the oatmeal to a serving bowl. Top generously with the frozen mixed berries, allowing their natural warmth to slightly soften them. Finish by drizzling with almond butter before serving immediately.",1,445,18.5,17,61,3,18,14.5,0.1,300,3.5,100,400,550,2,30,10,50,1,3,30,40,1,0.3,0.3,1.5,0.2,4,healthy,6
gemini_flash_breakfast_106,gemini_flash,breakfast,Omelets,Mediterranean Spinach and Feta Omelet,"[""2 pieces Egg, raw"", ""50 g Spinach, raw"", ""20 g Feta cheese, full fat"", ""60 g Cherry tomatoes, raw"", ""5 ml Olive oil, extra virgin"", ""0.5 g Salt, table"", ""0.1 g Pepper, black, ground""]","In a medium bowl, whisk together the eggs with salt and pepper until well combined and slightly frothy. Heat the olive oil in a non-stick frying pan over medium heat. Once hot, add the raw spinach and cook until wilted, about 1-2 minutes. Add the cherry tomatoes, cut in half, and cook for another minute. Pour the whisked eggs over the vegetables in the pan, ensuring they spread evenly. Crumble the feta cheese over the top of the eggs. Cook undisturbed for 3-4 minutes, or until the edges begin to set and the center is mostly firm. Gently fold the omelet in half using a spatula. Slide it onto a plate and serve immediately.",1,275,18,19,7,7.5,3.2,2.1,1.2,210,1.9,55,250,560,1.2,20,25,330,1.5,2.5,28,140,1.2,0.1,0.4,0.1,0.2,-3,healthy,7
gemini_flash_breakfast_107,gemini_flash,breakfast,Omelets,Mediterranean Spinach and Feta Omelet,"[""4 piece Egg, raw, whole"", ""100 g Spinach, raw"", ""50 g Feta cheese"", ""100 g Cherry tomato, raw"", ""15 ml Olive oil, extra virgin"", ""30 ml Milk, semi-skimmed"", ""0.5 g Salt, table"", ""0.5 g Black pepper, ground""]","Whisk the eggs with the milk, salt, and pepper in a medium bowl until light and foamy. Heat the olive oil in a non-stick frying pan over medium heat. Add the spinach and cook until wilted, about 2-3 minutes, then remove it from the pan and set aside. Add the cherry tomatoes to the pan and cook for 2-3 minutes until slightly softened. Pour the egg mixture into the hot pan, tilting to evenly coat the bottom. As the edges set, gently push the cooked egg toward the center, allowing uncooked egg to flow underneath. When the omelet is mostly set but still slightly moist on top, sprinkle the wilted spinach and crumbled feta cheese over one half. Fold the other half of the omelet over the filling and cook for another minute until the cheese is slightly warmed through. Slide the omelet onto a plate and serve immediately.",2,618,40,47.6,9,16.2,4.5,3.4,1.75,485,7.5,114,680,1010,3.5,110,101,750,6,3,35,300,2.6,0.3,1.1,0.9,0.4,5,healthy,6
gemini_flash_breakfast_108,gemini_flash,breakfast,Omelets,Healthy Spinach and Feta Omelet,"[""2 pieces Egg, raw"", ""1 dl Milk, whole, unspecified"", ""100 g Spinach, raw"", ""50 g Feta cheese, crumbled"", ""30 g Onion, raw"", ""1 tbsp Olive oil"", ""0.5 g Salt, table"", ""0.2 g Black pepper, ground""]","First, finely chop the onion. Wash the spinach thoroughly. In a medium bowl, whisk the eggs with the milk, salt, and pepper until well combined and slightly frothy. Heat the olive oil in a non-stick frying pan over medium heat. Add the chopped onion and sauté for 2-3 minutes until softened. Stir in the spinach and cook until it wilts completely, which should take about 2 minutes. Pour the egg mixture over the vegetables in the pan, ensuring it spreads evenly. Immediately sprinkle the crumbled feta cheese over the top. Cook undisturbed for 3-4 minutes, or until the edges begin to set and the bottom is golden brown. Gently fold the omelet in half and cook for another minute until the cheese is slightly melted and the omelet is cooked to your desired consistency. Slide onto a plate and serve immediately.",1,450,25,35,15,13,7,3,2.0,550,4.5,80,400,450,2.5,50,25,600,2,3,30,200,2.5,0.2,0.5,1.5,0.3,7,moderate,4
gemini_flash_breakfast_109,gemini_flash,breakfast,Omelets,Vibrant Spinach and Bell Pepper Omelet,"[""2 pieces Egg, raw"", ""30 ml Milk, low fat, 1.5% fat"", ""100 g Spinach, raw"", ""50 g Bell pepper, red, raw"", ""20 g Onion, raw"", ""5 g Olive oil"", ""1 g Salt, table"", ""0.5 g Black pepper, ground""]","Whisk the eggs and low-fat milk together in a bowl until thoroughly combined, then season with salt and black pepper. Finely chop the onion and red bell pepper. Heat the olive oil in a non-stick frying pan over medium heat. Add the chopped onion and bell pepper and sauté for 3-4 minutes until softened. Stir in the fresh spinach and cook until it wilts, about 1-2 minutes. Pour the egg mixture over the vegetables in the pan. Let it cook undisturbed for 2-3 minutes until the edges begin to set. Gently lift one side of the omelet with a spatula and tilt the pan to allow any uncooked egg to flow underneath. Continue cooking for another 1-2 minutes until the omelet is mostly set but still slightly moist on top. Carefully fold the omelet in half and slide it onto a plate.",1,260,17.3,16.7,11.1,4.6,5.2,3.6,1.0,196,4.6,102,294,865,2.0,33,32,675,2.0,4.0,95,265,1.2,0.2,0.5,1.1,0.5,5,healthy,6
gemini_flash_breakfast_110,gemini_flash,breakfast,Omelets,Mediterranean Spinach and Feta Omelet,"[""2 pieces Egg, raw"", ""15 ml Milk, semi-skimmed"", ""5 ml Olive oil"", ""50 g Spinach, raw"", ""60 g Cherry tomatoes, raw"", ""20 g Feta cheese, light"", ""0.5 g Salt, table"", ""0.5 g Black pepper, ground""]","Whisk the eggs, milk, salt, and pepper in a small bowl until well combined and slightly frothy. Heat the olive oil in a non-stick frying pan over medium heat. Add the spinach and cook for 1-2 minutes until wilted. Add the cherry tomatoes, halved, and cook for another 1-2 minutes until slightly softened. Pour the egg mixture over the vegetables in the pan. As the edges begin to set, gently push the cooked egg towards the center, tilting the pan to allow the uncooked egg to flow underneath. Once the omelet is mostly set but still slightly moist on top, sprinkle the crumbled feta cheese over one half. Carefully fold the omelet in half and cook for another 30 seconds to 1 minute, or until the cheese is slightly warmed and the omelet is cooked to your desired doneness. Serve immediately.",1,266,19.6,17.7,6.4,5.3,2.7,1.9,1.3,288,2.0,59,315,600,1.5,53,30,450,2,1.3,16,150,1.16,0.07,0.29,0.15,0.16,8,healthy,6
gemini_flash_breakfast_111,gemini_flash,breakfast,Pancakes,Whole Wheat Banana Pancakes with Berries and Greek Yogurt,"[""150 g Whole wheat flour"", ""2 dl Milk, semi-skimmed"", ""1 piece Egg, raw"", ""1 medium Banana, ripe"", ""5 g Baking powder"", ""5 ml Olive oil"", ""150 g Mixed berries, fresh"", ""150 g Greek yogurt, natural, 0% fat"", ""15 ml Maple syrup""]","First, mash the ripe banana in a large bowl until smooth. Add the whole wheat flour, semi-skimmed milk, raw egg, and baking powder to the bowl. Whisk all the ingredients together until just combined, being careful not to overmix, as a few lumps are fine. Heat a non-stick pan over medium heat and lightly grease it with 5 ml of olive oil. Pour about 60 ml (1/4 cup) of batter per pancake onto the hot pan. Cook for 2-3 minutes per side, or until golden brown and cooked through. Repeat with the remaining batter. Once all pancakes are cooked, stack them on plates. Top each serving with 75 g of fresh mixed berries and 75 g of natural 0% fat Greek yogurt. Drizzle with 7.5 ml of maple syrup per serving before serving warm.",2,1055,48,18,178,5.5,72,23,1.0,550,4.5,180,600,1300,3.5,40,40,100,1.5,3,50,180,1.5,0.5,0.6,6.5,0.8,5,healthy,6
gemini_flash_breakfast_112,gemini_flash,breakfast,Pancakes,Healthy Whole Wheat Blueberry Pancakes with Greek Yogurt and Walnuts,"[""150 g Wheat flour, whole grain"", ""200 ml Milk, skimmed"", ""1 piece Egg, raw"", ""10 g Baking powder"", ""20 g Maple syrup"", ""100 g Blueberries, fresh"", ""10 ml Olive oil"", ""150 g Greek yogurt, plain, 0% fat"", ""20 g Walnuts, chopped""]","In a large bowl, whisk together the whole grain wheat flour and baking powder. In a separate medium bowl, whisk the skimmed milk, raw egg, and 10 g of the maple syrup until well combined. Gradually add the wet ingredients to the dry ingredients, mixing until just combined; do not overmix, as a few lumps are fine. Gently fold in the fresh blueberries. Heat a non-stick pan or griddle over medium heat and lightly coat with a small amount of olive oil. Pour about 60 ml of batter per pancake onto the hot pan, cooking for 2-3 minutes per side, or until golden brown and cooked through. Repeat with the remaining batter, adding more olive oil as needed. Serve the warm pancakes topped with the plain Greek yogurt, the remaining 10 g of maple syrup, and chopped walnuts.",2,875,52.3,35.8,105.7,6.8,40.5,12.1,1.1,480,4.9,135,680,850,2.8,18,38,90,1.2,7.5,15.2,140,1.5,0.45,0.4,4.2,0.4,5,healthy,6
gemini_flash_breakfast_113,gemini_flash,breakfast,Pancakes,Whole Wheat Banana Oat Pancakes with Mixed Berries,"[""100 g Whole wheat flour"", ""50 g Rolled oats, uncooked"", ""10 g Baking powder"", ""1 piece Banana, medium, ripe"", ""2 dl Milk, semi-skimmed"", ""1 piece Egg, raw, large"", ""5 ml Vanilla extract"", ""5 g Coconut oil, virgin, for cooking"", ""100 g Blueberries, fresh"", ""50 g Strawberries, fresh""]","In a large bowl, whisk together the whole wheat flour, rolled oats, and baking powder until well combined. In a separate medium bowl, mash the ripe banana thoroughly with a fork. Add the semi-skimmed milk, raw egg, and vanilla extract to the mashed banana, then whisk everything together until smooth. Pour the wet ingredients into the dry ingredients and mix gently until just combined; it's okay if there are a few lumps. Do not overmix. Heat a non-stick frying pan or griddle over medium heat and add the coconut oil, swirling to coat the surface. Pour about 60 ml of batter per pancake onto the hot pan. Cook for 2-3 minutes per side, or until golden brown and bubbles form on the surface before flipping. Once cooked, remove pancakes from the pan and keep warm while you cook the remaining batter. Serve the warm pancakes immediately, topped with fresh blueberries and sliced strawberries.",2,930,35.8,20.2,158.8,9.4,36.3,21.6,0.2,290,6.2,120,770,1320,3.6,45,30,110,2,1.5,50,100,1.5,0.7,0.6,3,0.7,6,healthy,6
gemini_flash_breakfast_114,gemini_flash,breakfast,Pancakes,Healthy Whole Wheat Banana Berry Pancakes,"[""150 g Whole wheat flour"", ""200 ml Milk, semi-skimmed, 1.5% fat"", ""1 piece Egg, raw, large"", ""1 piece Banana, ripe, medium"", ""5 g Baking powder"", ""1 g Salt, table"", ""10 g Maple syrup, pure"", ""100 g Blueberries, fresh"", ""5 g Olive oil, extra virgin""]","Begin by mashing the ripe banana in a large bowl until mostly smooth. In the same bowl, whisk in the egg, semi-skimmed milk, and maple syrup until well combined. In a separate bowl, mix together the whole wheat flour, baking powder, and salt. Gradually add the dry ingredients to the wet ingredients, mixing until just combined. Be careful not to overmix; a few lumps are fine. Gently fold in the fresh blueberries. Heat a large non-stick frying pan or griddle over medium heat and lightly coat with a small amount of olive oil. Pour about 60 ml of batter per pancake onto the hot pan, ensuring not to overcrowd it. Cook for 2-3 minutes per side, or until golden brown and bubbles appear on the surface before flipping. Serve the pancakes warm, optionally with a drizzle of extra maple syrup or a handful of fresh berries.",2,950,36,19,169,6,41,23,1.2,285,3,80,450,1200,2,20,40,100,1.5,2,20,75,1.3,0.6,0.5,4,0.6,6,healthy,6
gemini_flash_breakfast_115,gemini_flash,breakfast,Pancakes,Healthy Whole Wheat Banana Oat Pancakes with Fresh Berries,"[""100 g Whole wheat flour"", ""50 g Rolled oats"", ""5 g Baking powder"", ""2 g Ground cinnamon"", ""1 g Salt"", ""200 ml Milk, semi-skimmed"", ""1 piece Egg, raw, large"", ""150 g Banana, ripe"", ""3 ml Vanilla extract"", ""5 ml Olive oil"", ""100 g Blueberries, fresh"", ""15 ml Maple syrup""]","In a large bowl, whisk together the whole wheat flour, rolled oats, baking powder, ground cinnamon, and salt. In a separate bowl, mash the ripe banana thoroughly, then add the milk, egg, and vanilla extract, whisking until well combined. Pour the wet ingredients into the dry ingredients and stir gently until just combined; it's okay if there are a few lumps, but do not overmix. Heat a non-stick pan or griddle over medium heat and lightly grease it with a small amount of olive oil. Pour about 60 ml of batter per pancake onto the hot pan, cooking for 2-3 minutes per side, or until golden brown and cooked through. Serve the pancakes immediately, topped with fresh blueberries and a drizzle of maple syrup.",2,950,35,20,160,4,50,20,2,240,4,150,350,1000,2,20,15,50,1,3,20,100,1,0.3,0.4,3,0.5,6,healthy,7
gemini_flash_breakfast_116,gemini_flash,breakfast,Popovers and Yorkshire Puddings,Healthy Whole Wheat Popovers with Herbed Scrambled Eggs and Spinach,"[""150 ml Milk, low fat, 1.5% fat"", ""2 pieces Egg, raw, whole"", ""120 g Flour, wheat, whole grain"", ""2 g Salt, table"", ""5 ml Olive oil, extra virgin (for popovers)"", ""3 pieces Egg, white, raw"", ""100 g Spinach, raw"", ""10 g Chives, fresh"", ""5 ml Olive oil, extra virgin (for scrambled eggs)""]","To begin, preheat your oven to 220 degrees Celsius. Place an empty popover pan or a 6-cup muffin tin into the preheating oven for at least 10 minutes to ensure it is very hot. While the pan heats, whisk together the low-fat milk, two whole eggs, and salt in a large bowl until well combined and frothy. Gradually add the whole wheat flour to the wet ingredients, whisking continuously until the batter is smooth and free of lumps. Be careful not to overmix. Carefully remove the hot popover pan from the oven and quickly brush the bottom and sides of each cup with 5 ml of olive oil. Pour the batter evenly into the hot, oiled cups, filling each approximately two-thirds full. Immediately return the pan to the oven and bake for 20 minutes at 220 degrees Celsius. Without opening the oven door, reduce the temperature to 175 degrees Celsius and continue baking for another 15-20 minutes, or until the popovers are deeply golden brown and puffed. While the popovers are baking, prepare the scrambled eggs. In a separate bowl, whisk together the three egg whites. Heat the remaining 5 ml of olive oil in a non-stick pan over medium heat. Add the raw spinach and cook until wilted, about 2-3 minutes. Pour in the whisked egg whites and gently scramble until cooked through but still moist. Finely chop the fresh chives and stir them into the scrambled eggs just before serving. Once the popovers are done, remove them from the oven and carefully remove them from the pan. Serve the warm popovers immediately with the herbed spinach scrambled eggs on the side for a complete and healthy breakfast.",4,790,46,25,94,6,10,14,2.5,400,8,200,950,1100,4,80,60,300,3,3,20,300,1.5,0.5,0.9,4.2,0.6,6,healthy,6
gemini_flash_breakfast_117,gemini_flash,breakfast,Popovers and Yorkshire Puddings,Savory Whole Wheat Herb Popovers,"[""120 g Flour, whole grain, wheat"", ""2 piece Egg, raw, whole, large"", ""200 ml Milk, semi-skimmed (1.5% fat)"", ""5 ml Olive oil, extra virgin"", ""1.5 g Salt, table"", ""3 g Chives, fresh, chopped"", ""3 g Parsley, fresh, chopped""]","Preheat your oven to 220°C (425°F). Place a 6-cup popover or Yorkshire pudding tin into the oven and let it heat up for at least 10 minutes. In a large mixing bowl, whisk together the whole wheat flour and salt thoroughly. In a separate bowl, lightly whisk the eggs, then gradually incorporate the semi-skimmed milk until the mixture is well combined. Slowly pour the wet ingredients into the dry ingredients, whisking continuously until a smooth batter forms. Gently stir in the chopped fresh chives and parsley, being careful not to overmix, as this can result in tough popovers. Carefully remove the hot popover tin from the oven. Add approximately 5 ml of olive oil to the bottom of each cup (roughly 0.8 ml per cup); the oil should sizzle immediately. Quickly and evenly divide the batter among the six hot cups, filling each approximately two-thirds full. Immediately return the tin to the hot oven. Bake for 20 minutes at 220°C, then reduce the oven temperature to 175°C (350°F) and continue baking for another 10-15 minutes, or until the popovers are deeply golden brown, well-puffed, and firm. It's crucial not to open the oven door during the first 25 minutes of baking, as this can cause the popovers to collapse. Once baked, remove them from the oven and serve immediately for the best texture and flavor.",6,693,35.6,21.0,88.1,6.7,11.6,15.3,1.8,328,6.0,184,778,919,4.7,102,119,244,2.2,2.7,7.2,101,1.7,0.6,1.0,7.2,0.6,4,healthy,7
gemini_flash_breakfast_118,gemini_flash,breakfast,Popovers and Yorkshire Puddings,Savory Whole Wheat Popovers with Spinach and Cherry Tomatoes,"[""120 g Whole wheat flour"", ""2 pieces Egg, raw, whole"", ""240 ml Milk, low fat, 1.5% fat"", ""5 ml Olive oil, extra virgin"", ""1 g Salt, table"", ""0.5 g Black pepper, ground"", ""5 ml Olive oil, extra virgin (for greasing tins)"", ""100 g Spinach, fresh"", ""80 g Cherry tomatoes, raw"", ""15 g Parmesan cheese, grated""]","Preheat your oven to 220°C (425°F). Place a 6-cup popover or standard muffin tin into the oven to preheat for at least 10-15 minutes, ensuring it is very hot. In a large bowl, whisk together the whole wheat flour, salt, and black pepper until well combined. In a separate medium bowl, lightly whisk the eggs, then gradually incorporate the milk and 5 ml of olive oil until thoroughly mixed. Pour the wet ingredients into the dry ingredients and whisk gently until just combined; it is important not to overmix, a few small lumps are perfectly acceptable. Carefully remove the hot popover tin from the oven. Quickly add approximately 0.5 ml of olive oil to the bottom of each cup and swirl it to coat evenly. Immediately fill each hot cup about halfway with the prepared batter. Distribute the fresh spinach leaves and halved cherry tomatoes evenly among the batter-filled cups, pressing them gently into the batter. Sprinkle a small amount of grated Parmesan cheese over the top of each popover. Promptly return the tin to the hot oven and bake for 20 minutes without opening the oven door, as this can cause the popovers to collapse. After 20 minutes, reduce the oven temperature to 175°C (350°F) and continue baking for another 10-15 minutes, or until the popovers are puffed, golden brown, and feel firm to the touch. Serve these wholesome and savory popovers immediately for a delicious breakfast.",6,861,46.7,31.4,98.3,10.3,15.65,17.8,1.0,642,8.3,268,1080,1636,6.1,78,48,682,4.4,3.0,44,414,2.2,0.8,1.0,4.7,0.8,4,healthy,7
gemini_flash_breakfast_119,gemini_flash,breakfast,Popovers and Yorkshire Puddings,Whole Wheat Savory Popovers with Spinach and Feta,"[""100 g Whole wheat flour"", ""50 g Wheat flour, all-purpose, enriched"", ""2 pieces Egg, raw, large"", ""3 dl Milk, low-fat, 1.5% fat"", ""100 g Spinach, raw"", ""50 g Feta cheese, reduced fat"", ""1 tbsp Olive oil"", ""1 g Salt, table"", ""0.5 g Black pepper, ground""]","Preheat your oven to 230 degrees Celsius. Place a popover pan or a 6-cup muffin tin with deep wells in the oven while it preheats to get it very hot. In a large bowl, whisk together the eggs and milk until well combined. Gradually add the whole wheat flour, all-purpose flour, salt, and black pepper to the wet ingredients, whisking until just combined. Be careful not to overmix; a few small lumps are perfectly fine. Gently fold in the raw spinach and crumbled reduced-fat feta cheese. Carefully remove the hot popover pan from the oven and brush each well generously with olive oil. Pour the batter evenly into the hot, oiled wells, filling each about two-thirds full. Immediately return the pan to the oven and bake at 230 degrees Celsius for 20 minutes without opening the oven door. Reduce the oven temperature to 175 degrees Celsius and continue baking for another 10-15 minutes, or until the popovers are golden brown, puffed high, and firm to the touch. Remove the popovers from the pan and serve immediately.",4,1066,51.9,38.4,128.6,12.5,17.4,13.2,3.4,789,9.68,270,1049,1606,6.75,45,74,684,5.2,5.7,31,321,2.7,0.79,1.39,6.67,0.86,4,healthy,6
gemini_flash_breakfast_120,gemini_flash,breakfast,Popovers and Yorkshire Puddings,Healthy Whole Wheat Herb Popovers with Whipped Feta and Spinach,"[""120 g Flour, whole wheat"", ""2 pieces Egg, raw, large"", ""250 ml Milk, cow's, low fat, 1% fat"", ""15 ml Olive oil"", ""2 g Salt, table"", ""5 g Chives, fresh, chopped"", ""5 g Parsley, fresh, chopped"", ""50 g Spinach, raw"", ""50 g Feta cheese, reduced fat"", ""10 ml Lemon juice""]","Preheat your oven to 220°C. Place a 6-cup popover or muffin tin (if you don't have popover molds) into the oven to heat for at least 10-15 minutes. In a large bowl, whisk together the eggs, milk, and olive oil until well combined. In a separate bowl, whisk together the whole wheat flour, salt, chopped fresh chives, and parsley. Gradually add the wet ingredients to the dry ingredients, whisking until the batter is smooth and lump-free. Gently fold in the raw spinach. Carefully remove the hot popover tin from the oven. Pour the batter evenly into the hot molds, filling each about two-thirds full. Immediately return the tin to the oven and bake for 20 minutes. After 20 minutes, reduce the oven temperature to 180°C and bake for another 15-20 minutes, or until the popovers are golden brown, puffed high, and firm. Do not open the oven door during the first 20 minutes of baking. While the popovers are baking, prepare the whipped feta. In a small bowl, combine the reduced-fat feta cheese and lemon juice. Using a fork or a small whisk, mash and whip until the feta is creamy and light. Once baked, remove the popovers from the oven and serve immediately with the whipped feta.",4,895,44,35.5,96,11.5,12,13,3.1,615,6,160,950,1150,4.5,80,80,350,3,3.5,25,190,3,0.4,0.9,3.1,0.5,5,healthy,6
gemini_flash_breakfast_121,gemini_flash,breakfast,Potato Pancakes,Hearty Whole Wheat Potato Pancakes,"[""500 g Potato, raw, unspecified"", ""100 g Onion, raw, unspecified"", ""2 piece Egg, raw, unspecified"", ""30 g Whole wheat flour, unspecified"", ""2 g Salt, table"", ""1 g Black pepper, ground"", ""15 ml Olive oil, extra virgin""]","Begin by peeling the potatoes and onion. Using a box grater or food processor, grate both the potatoes and onion finely. Place the grated mixture into a clean kitchen towel or cheesecloth and squeeze out as much excess moisture as possible; this is crucial for crispy pancakes. In a large bowl, combine the drained potato and onion mixture with the raw eggs, whole wheat flour, salt, and black pepper. Mix thoroughly until all ingredients are well incorporated. Heat the olive oil in a large non-stick frying pan over medium heat. Once hot, spoon about 2-3 tablespoons of the potato mixture per pancake into the pan, flattening gently with the back of the spoon to form thin discs. Cook for 4-6 minutes on each side, or until golden brown, crispy, and cooked through in the center. You may need to cook in batches, adding a tiny bit more oil if necessary for subsequent batches. Serve the potato pancakes immediately, perhaps with a side of plain Greek yogurt or applesauce for a complete breakfast.",2,820,30.5,27.5,118,3,7,16,2,90,6.5,160,750,2400,2.2,55,75,160,4.5,3.2,65,200,1.3,0.7,0.6,6.5,1.8,4,healthy,6
gemini_flash_breakfast_122,gemini_flash,breakfast,Potato Pancakes,Healthy Sweet Potato & Zucchini Pancakes with Greek Yogurt,"[""400 g Sweet potato, raw"", ""150 g Zucchini, raw"", ""50 g Onion, yellow, raw"", ""2 pieces Egg, raw, whole"", ""50 g Whole wheat flour"", ""3 g Salt, table"", ""2 g Black pepper, ground"", ""20 ml Olive oil"", ""150 g Yogurt, Greek, plain, 0% fat"", ""10 g Chives, fresh""]","Begin by grating the sweet potato and zucchini using a coarse grater. Place the grated vegetables in a clean kitchen towel and squeeze out as much excess liquid as possible. Finely chop the onion. In a large bowl, combine the squeezed sweet potato and zucchini, chopped onion, eggs, whole wheat flour, salt, and black pepper. Mix everything thoroughly until well combined. Heat the olive oil in a large non-stick skillet over medium heat. Drop spoonfuls of the mixture into the hot skillet, flattening them slightly with the back of a spoon to form pancakes about 8-10 cm in diameter. Cook for 4-5 minutes per side, or until golden brown and cooked through. You may need to cook them in batches, adding a little more oil if necessary. Once all pancakes are cooked, serve immediately with a dollop of Greek yogurt and a sprinkle of freshly chopped chives.",4,960,43,31,129,5,30,20.5,3,350,7,150,600,2200,4.5,60,60,1000,1.5,5,50,200,1,0.5,0.6,4,1,9,healthy,6
gemini_flash_breakfast_123,gemini_flash,breakfast,Potato Pancakes,Savory Sweet Potato & Potato Pancakes with Fresh Parsley,"[""400 g Potato, raw, white flesh"", ""200 g Sweet potato, raw, orange flesh"", ""100 g Onion, raw"", ""2 piece Egg, raw, large"", ""60 g Whole wheat flour"", ""10 ml Olive oil, extra virgin"", ""5 g Fresh parsley, chopped"", ""1.5 g Salt, table"", ""0.5 g Black pepper, ground""]","Peel and grate both the white potatoes and sweet potatoes. Grate the onion as well. Place all grated vegetables in a clean kitchen towel and squeeze out as much excess moisture as possible. In a large bowl, combine the squeezed grated vegetables with the eggs, whole wheat flour, chopped fresh parsley, salt, and black pepper. Mix thoroughly until all ingredients are well combined. Heat the olive oil in a large non-stick frying pan over medium heat. Drop spoonfuls of the potato mixture into the hot pan, using the back of the spoon or a spatula to flatten them into pancakes approximately 1 cm thick. Cook for 4-5 minutes on each side, or until golden brown and cooked through in the center. Adjust heat as needed to prevent burning. Serve immediately.",4,988,38.9,26.7,160.7,6.33,15.8,18.5,2.1,228,9.38,244.4,791.6,2981.6,3.88,17,57.81,1917,2.88,2.99,143.4,164.5,1.44,0.954,0.848,9.87,1.81,5,healthy,7
