recipe_id,model,category,meal_type,title,ingredients_json,instructions,servings,claimed_energy_kcal,claimed_protein_g,claimed_fat_g,claimed_carbs_g,claimed_saturated_fat_g,claimed_sugar_g,claimed_fiber_g,claimed_salt_g,claimed_calcium_mg,claimed_iron_mg,claimed_magnesium_mg,claimed_phosphorus_mg,claimed_potassium_mg,claimed_zinc_mg,claimed_iodine_ug,claimed_selenium_ug,claimed_vitamin_a_rae_ug,claimed_vitamin_d_ug,claimed_vitamin_e_mg,claimed_vitamin_c_mg,claimed_folate_ug,claimed_vitamin_b12_ug,claimed_vitamin_b1_mg,claimed_vitamin_b2_mg,claimed_vitamin_b3_mg,claimed_vitamin_b6_mg,claimed_fsa_score,claimed_fsa_category,claimed_who_score
gpt54_nano_breakfast_11,gpt54_nano,breakfast,Biscuits,Wholewheat Oat Biscuits with Greek Yogurt and Blueberries,"[""180 g rolled oats"", ""120 g plain Greek yogurt, non-fat"", ""2 pieces eggs, raw"", ""50 g blueberries, fresh"", ""20 g ground flaxseed"", ""8 g baking powder"", ""2 g fine salt"", ""30 g honey"", ""10 ml olive oil""]","Preheat your oven to 200°C and line a baking tray with parchment paper. In a large bowl, mix the oats, ground flaxseed, baking powder and salt. In a separate bowl, whisk the eggs, Greek yogurt, honey and olive oil until smooth. Pour the wet mixture into the dry ingredients and stir until you get a thick dough. Fold in the blueberries gently so they don’t burst too much. Scoop the dough into 8–10 mounds on the tray and flatten them slightly. Bake for 14–18 minutes, until the biscuits are golden at the edges and set in the center. Let them cool on the tray for 5 minutes before transferring to a rack to cool a little more.",8,1680,92,53,179,9,64,63,10,960,12.5,440,1200,820,6.8,80,70,280,4.2,6.5,15,520,2.0,1.2,2.0,10.8,0.9,8,healthy,4.8
gpt54_nano_breakfast_12,gpt54_nano,breakfast,Biscuits,Wholemeal Oat & Banana Breakfast Biscuits with Cinnamon and Yogurt,"[""200 g wholemeal wheat flour"", ""100 g rolled oats"", ""120 g plain Greek yogurt, 2% fat"", ""1 large egg, raw"", ""120 g ripe banana, mashed"", ""60 ml honey"", ""50 ml sunflower oil"", ""8 g baking powder"", ""3 g ground cinnamon"", ""3 g fine salt""]","Heat the oven to 200°C and line a baking tray with baking paper. In a large bowl, mix the wholemeal flour, rolled oats, baking powder, cinnamon, and salt. In a separate bowl, whisk the egg with the Greek yogurt, mashed banana, honey, and sunflower oil until smooth. Pour the wet mixture into the dry ingredients and stir until you have a thick, slightly sticky dough. Shape the dough into 10–12 small biscuits and place them on the tray, leaving space between each. Bake for 12–15 minutes, until the biscuits are lightly golden at the edges and firm to the touch. Let them cool on the tray for 5 minutes before moving to a rack so they finish setting.",10,2500,85,78,358,13,85,59,12,760,18,340,990,1100,8,70,45,160,1.8,9,7,260,2.0,1.6,0.9,22,0.8,7,moderate,4
gpt54_nano_breakfast_13,gpt54_nano,breakfast,Biscuits,Whole-Oat Banana Biscuits with Greek Yogurt and Cinnamon,"[""180 g rolled oats"", ""1 piece medium banana, ripe, mashed"", ""120 g plain Greek yogurt, nonfat"", ""2 pieces large egg"", ""10 g baking powder"", ""5 g ground cinnamon"", ""3 g fine salt"", ""30 g almond butter"", ""20 g chia seeds""]","Heat the oven to 180°C and line a baking tray with parchment paper. In a large bowl, mix the rolled oats, baking powder, cinnamon, salt, and chia seeds. In a second bowl, whisk the eggs, then stir in the mashed banana and Greek yogurt until smooth. Pour the wet mixture into the dry mixture and fold until you get a thick batter; fold in the almond butter as well. Scoop 10–12 mounds onto the tray, flatten slightly, and bake for 15–18 minutes until the biscuits are set and lightly golden at the edges. Let them cool on the tray for 5 minutes before transferring to a rack to cool further so they firm up.",6,1210,56,58,111,10,26,36,6,990,7.5,250,930,920,5.8,40,45,190,3.5,8.5,18,260,2.1,0.7,0.9,6.8,0.8,7,healthy,5
gpt54_nano_breakfast_14,gpt54_nano,breakfast,Biscuits,Whole-Oat Cottage Cheese Biscuits with Herby Garlic,"[""180 g rolled oats"", ""200 g cottage cheese, low-fat"", ""1 piece egg, raw"", ""25 g ground almonds"", ""8 g baking powder"", ""5 g dried oregano"", ""3 g garlic powder"", ""3 g fine salt"", ""10 ml olive oil"", ""80 g blueberries, fresh""]","Preheat your oven to 200°C (180°C fan). Line a baking tray with parchment paper. In a bowl, mix the rolled oats, ground almonds, baking powder, oregano, garlic powder, and salt. In a second bowl, whisk the cottage cheese and egg until smooth, then stir in the olive oil. Combine the wet and dry ingredients and mix until you get a thick, sticky dough. Fold in the blueberries gently so they don’t break too much. Scoop the dough into small mounds, placing them spaced out on the tray, and gently flatten each one with a spoon. Bake for 14–18 minutes until the biscuits are lightly golden around the edges and set in the middle. Let them cool on the tray for 5 minutes before serving.",8,1420,79,72,110,12,22,28,12,1450,9.2,360,1280,780,5.8,40,55,320,2.6,11,18,260,3.0,1.1,0.7,9.4,0.5,8,healthy,5
gpt54_nano_breakfast_15,gpt54_nano,breakfast,Biscuits,Greek Yogurt Oat Biscuits with Cinnamon and Blueberries,"[""180 g rolled oats"", ""120 g plain Greek yogurt, low-fat"", ""2 large eggs, raw"", ""60 g blueberries, fresh"", ""10 g baking powder"", ""5 g ground cinnamon"", ""15 g honey"", ""20 g rapeseed oil"", ""2 g fine salt""]","Heat the oven to 200°C and line a baking tray with parchment. In a large bowl, mix the rolled oats, baking powder, cinnamon, and salt. In another bowl, whisk the Greek yogurt, eggs, honey, and rapeseed oil until smooth. Pour the wet mixture into the dry ingredients and stir until you get a thick dough; fold in the blueberries gently so they don’t break. Scoop 10–12 portions onto the tray and lightly flatten each one into a biscuit shape. Bake for 12–15 minutes, until the biscuits are golden at the edges and set in the middle. Let them cool on the tray for 5 minutes before moving to a rack to cool further.",12,1880,84,69,248,12,68,26,4,760,12,250,1150,880,7.5,60,45,240,3.2,7.5,10,260,3.0,1.1,2.0,7.8,1.4,7,healthy,4
gpt54_nano_breakfast_16,gpt54_nano,breakfast,Blintzes,Whole-Grain Cottage Cheese Blintzes with Berry Compote,"[""120 g whole-grain wheat flour"", ""2 pieces eggs, raw"", ""3 dl semi-skimmed milk"", ""1 tbsp sunflower oil"", ""200 g low-fat cottage cheese"", ""150 g plain Greek yogurt, low-fat"", ""60 g honey"", ""250 g mixed berries, frozen"", ""1 tbsp lemon juice"", ""1 g ground cinnamon"", ""2 g fine sea salt""]","Whisk the whole-grain flour, eggs, semi-skimmed milk, 1 tbsp sunflower oil, 1 g salt, and the cinnamon in a bowl until you have a smooth batter. Rest the batter for 10 minutes, then heat a non-stick frying pan over medium heat and lightly grease it if needed. Ladle in a thin layer of batter and swirl to coat the pan; cook for about 1–2 minutes until the edges look set and lightly golden, then flip and cook for another 30–60 seconds. Repeat with the remaining batter.

Stir together the cottage cheese, Greek yogurt, and half of the honey until smooth. Spoon a line of filling onto each blintz and fold in the sides, then roll up tightly. For the berry compote, warm the mixed berries with the lemon juice and remaining honey in a saucepan over medium heat for 6–8 minutes, stirring occasionally, until the berries break down and thicken slightly.

Serve the blintzes warm with the berry compote on top. If you want a lightly crisp finish, briefly toast the assembled blintzes in the same pan over medium-low heat for 1–2 minutes per side until golden, then serve.",4,2015,94,49,296,14,78,30,7.8,1130,7.9,255,1450,1060,7.4,140,90,410,6.5,2.6,25,310,2.0,0.7,0.9,11.5,0.6,8,healthy,5
gpt54_nano_breakfast_17,gpt54_nano,breakfast,Blintzes,Whole-Grain Cottage Cheese Blintzes with Berry Compote,"[""120 g whole-grain wheat flour"", ""2 pieces eggs, raw"", ""400 ml low-fat milk"", ""1 tsp rapeseed oil"", ""250 g low-fat cottage cheese"", ""30 g Greek yogurt, plain 2%"", ""40 g honey"", ""1 tsp vanilla extract"", ""1 tbsp lemon juice"", ""200 g frozen mixed berries"", ""1 tbsp water"", ""10 g cornstarch"", ""1 g salt""]","Whisk the whole-grain wheat flour, eggs, milk, rapeseed oil, and 1 g of salt in a bowl until smooth and lump-free, then let the batter rest for 10 minutes. Heat a nonstick pan over medium heat and lightly grease it with a small amount of oil. Pour in about 80 ml batter per blintz and swirl the pan so the surface is evenly coated; cook until the edges look set and the underside is lightly golden, then flip and cook for 30–60 seconds more. Transfer the blintzes to a plate and cover with a clean towel so they stay warm. Mix cottage cheese, Greek yogurt, honey, vanilla extract, and lemon juice until creamy. Spoon the filling into the center of each blintz, fold the sides in, and roll into neat parcels. For the berry compote, simmer the frozen mixed berries with 1 tbsp water and the cornstarch slurry (mix cornstarch with 1 tbsp water) for 3–5 minutes until glossy and thickened. Serve the blintzes warm with the berry compote spooned over the top.",4,1650,96,45,205,14,52,24,3.2,1050,6.6,165,980,830,5.2,60,55,280,3.0,6.1,18,260,3.6,0.7,1.3,8.5,0.4,8.5,healthy,5.4
gpt54_nano_breakfast_18,gpt54_nano,breakfast,Blintzes,Whole-Grain Berry Ricotta Blintzes with Greek Yogurt,"[""120 g whole-grain wheat flour"", ""2 piece eggs, raw"", ""350 ml low-fat milk (1.5%)"", ""10 g olive oil"", ""200 g low-fat ricotta"", ""150 g plain Greek yogurt, nonfat"", ""120 g mixed berries (blueberries and raspberries), fresh or frozen"", ""30 g honey"", ""5 g vanilla sugar"", ""2 g salt"", ""20 g butter, unsalted"", ""10 g powdered erythritol""]","Whisk the flour, eggs, milk, olive oil, and 1 g of the salt until you have a smooth batter with no lumps. Rest the batter for 10 minutes. Heat a nonstick pan over medium heat and lightly rub with a little butter. Pour a ladle of batter into the pan and swirl to coat; cook for about 45–60 seconds until the edges look set, then flip and cook another 20–30 seconds. Keep the finished blintzes covered with a clean towel while you repeat with the remaining batter. Stir the ricotta, Greek yogurt, honey, vanilla sugar, powdered erythritol, the remaining 1 g salt, and the berries together gently. Spoon the filling onto each crepe and fold into neat parcels. Warm a skillet with the remaining butter over medium-low heat and sear the folded blintzes for 2–3 minutes per side until lightly golden and heated through. Serve immediately with any extra berries or a spoon of Greek yogurt.",4,1660,88,54,196,17,68,22,6,1040,5,220,870,620,4.8,110,90,420,6,7,40,260,2.7,0.7,0.9,10,0.5,8,healthy,5
gpt54_nano_breakfast_19,gpt54_nano,breakfast,Blintzes,Whole-Wheat Ricotta Blintzes with Berries and Vanilla,"[""120 g whole-wheat flour"", ""2 pieces eggs, whole, raw"", ""400 ml low-fat milk (1.5% fat)"", ""10 g granulated sugar"", ""1 g salt"", ""10 g butter, unsalted"", ""200 g ricotta cheese, part-skim"", ""150 g plain low-fat Greek yogurt"", ""30 g honey"", ""5 g vanilla extract"", ""250 g mixed berries, fresh or frozen"", ""10 g powdered sugar""]","Whisk the whole-wheat flour, sugar, and salt in a bowl. Add the eggs and milk gradually, whisking until you have a smooth, pourable batter. Let the batter rest for 10 minutes. Heat a lightly buttered nonstick pan over medium heat and pour in about 60 ml batter per blintz, swirling to coat. Cook for about 1 minute until the edges look set, flip, and cook another 30–45 seconds. Repeat with the remaining batter, keeping the blintzes warm under a clean kitchen towel. Stir ricotta, Greek yogurt, honey, and vanilla until smooth, then spoon a line of filling into each blintz and fold in the sides, rolling into neat parcels. Heat the remaining butter in the pan over medium heat and sear the blintzes for 1–2 minutes per side until lightly golden. Serve warm with the berries warmed briefly in the pan for 2–3 minutes and a dusting of powdered sugar.",4,1640,92,50,189,19,68,30,6.5,1140,5.4,240,1160,920,7.8,70,65,540,3.5,6.0,60,240,4.0,0.5,0.9,7.5,0.6,8,healthy,5
gpt54_nano_breakfast_20,gpt54_nano,breakfast,Blintzes,Whole-Grain Cottage Cheese Blintzes with Berry Compote,"[""120 g wheat flour, whole grain"", ""2 pieces eggs, raw"", ""250 ml milk, semi-skimmed"", ""1 tbsp olive oil"", ""200 g cottage cheese, low-fat"", ""150 g Greek yogurt, plain, low-fat"", ""60 g honey"", ""1 tsp vanilla extract"", ""1 g ground cinnamon"", ""150 g blueberries, fresh or frozen"", ""30 g maple syrup"", ""10 g butter, unsalted"", ""2 g salt, table""]","Whisk the whole-grain flour, eggs, milk, olive oil, and 1 g of the salt until you have a smooth batter with no lumps. Let the batter rest for 10 minutes. Heat a nonstick pan over medium heat and lightly butter it with a thin smear of the unsalted butter. Pour a small ladle of batter into the pan and swirl to coat, then cook for 1–2 minutes until the surface looks set and the edges lift easily. Flip and cook for another 30–60 seconds, then transfer to a plate and repeat until all blintz wrappers are done.

Mix the cottage cheese, Greek yogurt, honey, vanilla extract, cinnamon, and the remaining 1 g of salt to make a thick filling. Warm the blueberries in a small saucepan over medium heat with the maple syrup for 5–7 minutes until they burst and thicken slightly. Spoon the filling onto each blintz, fold into a tight packet, and place seam-side down. Warm the folded blintzes in the same pan over medium-low heat for 2–3 minutes per side until lightly golden and hot throughout. Serve immediately with the warm berry compote on top.",4,2110,102,67,271,23,128,31,7,1120,6.8,205,1240,980,7.5,120,65,520,6.5,4.2,20,220,3.0,0.9,0.85,13.5,0.35,8,healthy,5
gpt54_nano_breakfast_21,gpt54_nano,breakfast,Breakfast Burritos,Smoky Turkey and Black Bean Breakfast Burritos with Avocado Salsa,"[""2 tbsp  Olive oil"", ""250 g  Turkey mince, lean"", ""1 tsp  Ground cumin"", ""1 tsp  Smoked paprika"", ""0.5 tsp  Garlic powder"", ""300 g  Egg, whole, raw"", ""200 g  Black beans, cooked, no salt added"", ""120 g  Bell pepper, red, diced"", ""80 g  Onion, raw, diced"", ""2 tbsp  Tomato paste"", ""4  Flour tortillas, whole-wheat"", ""60 g  Cheddar cheese, reduced-fat"", ""1  Avocado, raw"", ""150 g  Greek yoghurt, plain, low-fat"", ""15 g  Fresh coriander, chopped""]","Heat 1 tbsp olive oil in a non-stick pan over medium-high heat. Add the onion and bell pepper and cook for 4–5 minutes until softened. Stir in the turkey mince and cook for 6–8 minutes, breaking it up, until it is browned and cooked through. Add cumin, smoked paprika, garlic powder, and tomato paste, then cook for 1 minute so the spices bloom. Pour in the black beans and warm through for 2 minutes, then spread the filling in the pan to make space. Reduce the heat to medium and add the eggs, scrambling gently until just set, 2–3 minutes, so they stay tender. Warm the tortillas in a dry pan for 20–30 seconds per side. Mash the avocado with Greek yoghurt and chopped coriander to make a creamy salsa, then season with salt if needed. Divide the turkey-and-egg mixture and shredded reduced-fat cheddar among the tortillas, roll up tightly, and serve immediately with the avocado yoghurt salsa on the side.",4,1065,63,52,95,16,7,27,2.9,620,7.8,210,980,1050,6.9,35,70,410,2.4,4.9,98,410,3.2,0.9,0.5,16,0.9,8,healthy,5
gpt54_nano_breakfast_22,gpt54_nano,breakfast,Breakfast Burritos,Spinach & Black Bean Breakfast Burritos with Salsa Verde and Scrambled Egg,"[""3 large eggs, whole, raw"", ""200 g potatoes, diced, raw"", ""150 g spinach, fresh"", ""120 g black beans, cooked, no added salt"", ""60 g Greek yogurt, plain, 2%"", ""120 g reduced-fat cheese, cheddar, shredded"", ""30 ml olive oil"", ""1 tsp ground cumin"", ""1 tsp smoked paprika"", ""0.5 tsp fine salt"", ""0.25 tsp black pepper, ground"", ""240 g salsa verde, jarred"", ""4 large tortillas, whole wheat, 25 cm""]","Heat the olive oil in a nonstick pan over medium heat. Add the diced potatoes and cook for 10–12 minutes, stirring occasionally, until tender and lightly golden. Add the cumin, smoked paprika, salt, and black pepper, then stir well. Crack in the eggs and scramble with the potatoes until the eggs are just set. Stir in the spinach and cook for 1–2 minutes until wilted. Fold in the black beans and warm through for 1 minute. Warm the tortillas in a dry pan for 30–60 seconds per side. Spread a thin layer of salsa verde and Greek yogurt on each tortilla, add the hot egg and bean mixture, sprinkle with the shredded reduced-fat cheese, then roll tightly. Serve immediately with additional salsa verde on the side.",4,1180,55,44,135,18,6,28,4.3,820,10,170,860,980,7.5,110,65,920,4.5,7,35,390,5.2,0.7,1.0,9.5,0.9,7,healthy,5
